Treatment,Tank,Ploidy,Tag colour,Tag num,Shell Height,Shell length,Shell width,Mass,Time 
12.5,8,3M,red,2,39.97,23.1,17.42,5.4,1_start
12.5,8,3M,red,3,25.15,16.36,12.79,1.9,1_start
12.5,8,3M,red,4,24.92,16.18,8.67,1.4,1_start
12.5,8,3M,red,5,27.07,21.19,11.99,2.5,1_start
12.5,8,3M,red,6,23.27,15.95,8.92,1.3,1_start
12.5,8,3M,red,7,27.34,15.54,9.23,1.6,1_start
12.5,8,3M,red,8,21.1,14.24,7.6,1.1,1_start
12.5,8,3M,red,9,21.21,16.27,7.51,1.4,1_start
12.5,8,3M,red,10,26.81,18.63,10.09,1.7,1_start
12.5,8,3M,red,11,28.52,4.92,9,1.3,1_start
12.5,8,3M,red,12,28.99,16.77,7.35,1.5,1_start
12.5,8,3M,red,13,25.29,14.4,9.82,1.3,1_start
12.5,8,3M,red,14,24.32,17.4,11.54,1.7,1_start
12.5,8,3M,red,15,25.31,17.71,12.36,2.2,1_start
12.5,8,3M,red,16,27.53,17.16,7.66,1.4,1_start
12.5,8,3M,red,17,34.35,18.17,12.35,2.9,1_start
12.5,8,3M,red,18,31.8,15.23,10.95,2.3,1_start
12.5,8,3M,red,19,24.58,19.87,13.23,1.9,1_start
12.5,8,3M,red,20,19.91,16.02,7.22,1.1,1_start
12.5,8,3M,red,21,30.75,21.43,11.37,3,1_start
12.5,8,3M,red,22,30.14,17.71,13.34,2.4,1_start
12.5,8,3M,red,23,26.95,15.96,9.53,1.3,1_start
12.5,8,3M,red,24,23.6,14.03,10.55,1.3,1_start
12.5,8,3M,red,25,26.67,16.56,11.95,2.5,1_start
12.5,8,3M,red,26,21.39,14.91,9.71,1.1,1_start
12.5,8,3M,red,27,20.31,14.18,8.19,0.9,1_start
12.5,8,3M,red,28,22.63,14.13,9.3,1.3,1_start
12.5,8,3M,red,29,23.81,15.39,8.1,1.1,1_start
12.5,8,3M,red,30,26.79,15.74,7.58,1.1,1_start
12.5,8,3M,red,31,19.15,10.37,7.62,0.8,1_start
12.5,8,2M,green,1,20.92,17.06,6.74,0.9,1_start
12.5,8,2M,green,2,28.89,17.97,7.75,1.6,1_start
12.5,8,2M,green,4,20.02,18.48,6.33,0.8,1_start
12.5,8,2M,green,5,21,17.63,9.94,1.3,1_start
12.5,8,2M,green,6,22.26,13.89,6.99,1,1_start
12.5,8,2M,green,7,24.9,15.97,6.41,0.9,1_start
12.5,8,2M,green,8,22.71,16.42,5.26,0.8,1_start
12.5,8,2M,green,9,23.81,18.71,8.33,1.3,1_start
12.5,8,2M,green,10,21.36,16.82,5.88,0.9,1_start
12.5,8,2M,green,11,21.64,17.79,4.5,0.8,1_start
12.5,8,2M,green,12,21.83,15.45,7.6,1,1_start
12.5,8,2M,green,13,24.81,17.07,9.99,1.5,1_start
12.5,8,2M,green,14,22.01,15.27,8.51,1.1,1_start
12.5,8,2M,green,15,19.9,13.64,6.07,0.6,1_start
12.5,8,2M,green,16,27.86,18.13,8.23,1.7,1_start
12.5,8,2M,green,17,23.79,16.08,6.27,0.9,1_start
12.5,8,2M,green,18,18.54,17.25,7.6,0.8,1_start
12.5,8,2M,green,19,20.88,14.83,6.45,0.7,1_start
12.5,8,2M,green,20,20.97,17.7,6.59,0.9,1_start
12.5,8,2M,green,22,33.37,18.88,7.99,1.6,1_start
12.5,8,2M,green,23,22.06,x,6.13,0.9,1_start
12.5,8,2M,green,24,22.43,19.34,8.89,1.3,1_start
12.5,8,2M,green,25,22.27,16.79,5.3,0.9,1_start
12.5,8,2M,green,26,19.96,15.81,4.92,0.6,1_start
12.5,8,2M,green,27,20.76,17.51,4.57,0.7,1_start
12.5,8,2M,green,28,21.3,20.88,4.65,1.1,1_start
12.5,8,2M,green,29,19.64,18.59,5.75,0.7,1_start
12.5,8,2M,green,30,19.39,17.8,5.57,0.7,1_start
12.5,8,2M,green,31,16.83,16.95,4.42,0.6,1_start
12.5,8,2M,green,32,22.69,19.38,6.06,1.4,1_start
12.5,8,3C,blue,1,38.62,20.49,9.06,2.6,1_start
12.5,8,3C,blue,2,26.75,14.87,6.1,1,1_start
12.5,8,3C,blue,3,20.84,16.45,8.73,1,1_start
12.5,8,3C,blue,4,24.88,14.55,8.97,1.1,1_start
12.5,8,3C,blue,6,23.18,16.64,6.97,1,1_start
12.5,8,3C,blue,7,20.89,13.45,7.51,0.8,1_start
12.5,8,3C,blue,8,20.26,19.19,7.35,2,1_start
12.5,8,3C,blue,9,26.3,15.15,7.64,1,1_start
12.5,8,3C,blue,10,21.79,17.01,4.84,0.9,1_start
12.5,8,3C,blue,11,21.47,16.61,6.23,0.8,1_start
12.5,8,3C,blue,12,26.32,16.98,6.83,0.9,1_start
12.5,8,3C,blue,13,24.23,16.26,6.52,1.2,1_start
12.5,8,3C,blue,14,26.04,18.85,7.77,1.3,1_start
12.5,8,3C,blue,15,28.9,17.8,5.74,1.3,1_start
12.5,8,3C,blue,16,25.72,16.11,10.72,1.5,1_start
12.5,8,3C,blue,17,23.44,16.65,7.61,1.1,1_start
12.5,8,3C,blue,18,25.04,17.38,7.35,1.2,1_start
12.5,8,3C,blue,19,25.94,16.06,7.99,1,1_start
12.5,8,3C,blue,20,31.57,15.38,9.86,2,1_start
12.5,8,3C,blue,21,24.65,14.71,6.04,0.8,1_start
12.5,8,3C,blue,22,23.76,15.57,5.22,0.7,1_start
12.5,8,3C,blue,5,22.77,15.6,6.09,0.8,1_start
12.5,8,3C,blue,23,30.61,25.13,6.2,3,1_start
12.5,8,3C,blue,24,22.03,17.07,6.3,0.9,1_start
12.5,8,3C,blue,25,21.48,16.77,7.02,0.8,1_start
12.5,8,3C,blue,26,31.64,18.64,7.31,1.5,1_start
12.5,8,3C,blue,27,18.68,14.51,6.69,0.7,1_start
12.5,8,3C,blue,28,22.48,17.69,5.05,0.9,1_start
12.5,8,3C,blue,29,21.18,16.73,4.3,0.7,1_start
12.5,8,3C,blue,30,25.56,20.94,7.6,1.1,1_start
12.5,11,3M,blue,32,25.98,18.43,7.2,1.2,1_start
12.5,11,3M,red,33,25.3,16.31,10.53,1.3,1_start
12.5,11,3M,red,34,29.53,18.99,11.78,1.8,1_start
12.5,11,3M,red,35,24.58,15.04,8.66,1.1,1_start
12.5,11,3M,red,36,37.35,24.4,12.83,3.2,1_start
12.5,11,3M,red,37,26.54,16.81,8.78,1.5,1_start
12.5,11,3M,red,38,26.58,16.31,6.66,1.1,1_start
12.5,11,3M,red,40,19.45,14.74,6.96,0.7,1_start
12.5,11,3M,red,41,28.81,19.2,9.91,1.7,1_start
12.5,11,3M,red,42,28.87,12.43,11.23,1.9,1_start
12.5,11,3M,red,43,23.72,15.16,9.23,1.2,1_start
12.5,11,3M,red,44,22.88,14.22,6.99,0.8,1_start
12.5,11,3M,red,45,22.88,16.5,8.5,1.1,1_start
12.5,11,3M,red,46,20.4,13.95,9.2,1.2,1_start
12.5,11,3M,red,48,23.88,15.34,8.33,1.3,1_start
12.5,11,3M,red,49,29.3,12.87,9.2,1.4,1_start
12.5,11,3M,red,50,24.73,16.98,9.11,1.4,1_start
12.5,11,3M,red,51,27.59,15.79,9.17,1.3,1_start
12.5,11,3M,red,52,27.44,15.22,8.97,1.5,1_start
12.5,11,3M,red,53,36.8,17.11,10.47,2.3,1_start
12.5,11,3M,red,54,27.35,18.65,8.51,1.8,1_start
12.5,11,3M,red,55,28.04,15.45,8.59,1.5,1_start
12.5,11,3M,red,56,28.94,18.15,10.46,2.1,1_start
12.5,11,3M,red,57,21.35,16.92,7.95,0.9,1_start
12.5,11,3M,red,58,22.21,14.93,8.48,0.9,1_start
12.5,11,3M,red,59,22.3,15.36,8.81,1,1_start
12.5,11,3M,red,61,25.54,15.74,9.02,1.1,1_start
12.5,11,3M,red,62,19.52,15.8,6.71,0.7,1_start
12.5,11,3M,red,63,23.79,14.06,7.86,1,1_start
12.5,11,3M,red,64,26.26,14.86,9.85,1.3,1_start
12.5,11,3M,red,65,24.07,15.75,9.51,1.2,1_start
12.5,11,2M,green,33,21.12,16.86,5.05,0.8,1_start
12.5,11,2M,green,34,26.4,17.43,7.26,1.1,1_start
12.5,11,2M,green,35,20.42,15.17,5.02,0.6,1_start
12.5,11,2M,green,36,19.06,17.19,6.59,0.9,1_start
12.5,11,2M,green,37,18.49,16.41,5.58,0.7,1_start
12.5,11,2M,green,38,20.11,14.5,4.71,0.7,1_start
12.5,11,2M,green,39,27.49,16.29,5.96,1.2,1_start
12.5,11,2M,green,40,16.77,18.68,6.59,0.5,1_start
12.5,11,2M,green,41,21.32,17.5,6.18,0.9,1_start
12.5,11,2M,green,42,21.79,14.62,6.24,0.7,1_start
12.5,11,2M,green,43,23.77,17.79,5.83,0.8,1_start
12.5,11,2M,green,44,23.37,15.39,5.09,0.7,1_start
12.5,11,2M,green,45,17.09,15.54,4.71,0.6,1_start
12.5,11,2M,green,46,22.3,13.75,6.28,0.8,1_start
12.5,11,2M,green,47,23.23,18.98,7.17,1,1_start
12.5,11,2M,green,48,21.73,16.68,6.26,0.9,1_start
12.5,11,2M,green,50,23.65,16.52,6.33,0.9,1_start
12.5,11,2M,green,51,21.6,18.33,5.65,0.9,1_start
12.5,11,2M,green,52,18.02,14.13,5.63,0.7,1_start
12.5,11,2M,green,53,21.8,20.25,5.83,0.9,1_start
12.5,11,2M,green,54,19.1,14.61,5.63,0.6,1_start
12.5,11,2M,green,55,19.5,20.98,6.91,0.7,1_start
12.5,11,2M,green,56,23.25,14.05,5.57,0.8,1_start
12.5,11,2M,green,57,23.64,17.8,4.14,0.8,1_start
12.5,11,2M,green,58,20.71,18.78,4.86,1,1_start
12.5,11,2M,green,59,19.13,16.24,5.09,0.7,1_start
12.5,11,2M,green,60,18.88,14.85,5.64,0.8,1_start
12.5,11,2M,green,62,22.21,17.48,7.56,0.8,1_start
12.5,11,2M,green,64,15.53,12.69,4.22,0.9,1_start
12.5,11,2M,green,65,24.34,17.28,5.895,1.1,1_start
12.5,11,3C,blue,1,28.71,16.52,9.52,1.4,1_start
12.5,11,3C,blue,11,30.89,26.14,8.8,2.2,1_start
12.5,11,3C,blue,2,24.47,15.52,7.68,0.9,1_start
12.5,11,3C,blue,3,30.29,14,6.2,1.2,1_start
12.5,11,3C,blue,4,29.9,19.19,11.16,2,1_start
12.5,11,3C,blue,5,23.57,16.74,5.81,1.4,1_start
12.5,11,3C,blue,6,21.64,17.52,5.17,1,1_start
12.5,11,3C,blue,7,22.13,16.51,4.06,1,1_start
12.5,11,3C,blue,8,20.19,14.6,5.83,0.7,1_start
12.5,11,3C,blue,9,17.12,18.96,5.78,1,1_start
12.5,11,3C,blue,10,18.46,14.96,4.15,0.7,1_start
12.5,11,3C,blue,12,20.8,19.24,45.63,1,1_start
12.5,11,3C,blue,13,17.96,12.99,13.53,0.6,1_start
12.5,11,3C,blue,14,25.72,17.48,7.34,1.3,1_start
12.5,11,3C,blue,15,23.37,14.86,6.53,1.1,1_start
12.5,11,3C,blue,16,25.67,16.27,5.9,1.3,1_start
12.5,11,3C,blue,17,18.38,13.45,4.5,0.5,1_start
12.5,11,3C,blue,18,18.39,13.24,4.83,0.6,1_start
12.5,11,3C,blue,21,21.1,16.63,4.98,0.9,1_start
12.5,11,3C,blue,29,19.73,12.45,7.32,0.7,1_start
12.5,11,3C,blue,22,19.73,14.5,6.4,0.9,1_start
12.5,11,3C,blue,23,22.53,16.89,6.14,1,1_start
12.5,11,3C,blue,24,30.41,18.43,7.9,1.7,1_start
12.5,11,3C,blue,25,27.54,19.56,5.81,1,1_start
12.5,11,3C,blue,26,23.95,14.73,7.85,1,1_start
12.5,11,3C,blue,27,20.83,17.04,5.64,0.9,1_start
12.5,11,3C,blue,28,23.91,17.64,6.81,1.3,1_start
12.5,11,3C,blue,29,28.25,16.45,8.68,1.4,1_start
12.5,11,3C,blue,30,23.36,15.43,5.73,1,1_start
12.5,11,3C,blue,31,26.56,17.6,9.57,1.6,1_start
12.5,15,3M,red,66,22.4,17.69,8.63,1.5,1_start
12.5,15,3M,red,67,26.83,16.35,10.27,2.2,1_start
12.5,15,3M,red,68,22.7,17.81,8.36,1.5,1_start
12.5,15,3M,red,69,27.62,17.28,11.69,2.2,1_start
12.5,15,3M,red,70,25.96,19.43,12.69,2.2,1_start
12.5,15,3M,red,71,30.39,18.79,11.27,2.6,1_start
12.5,15,3M,red,72,25.79,18.04,7.46,1.6,1_start
12.5,15,3M,red,73,23.96,14.91,7.63,1.3,1_start
12.5,15,3M,red,74,20.52,14.04,7.1,1,1_start
12.5,15,3M,red,75,32.24,18.86,12.2,2.9,1_start
12.5,15,3M,red,77,32.26,19.51,10.55,2.5,1_start
12.5,15,3M,red,78,24.83,15.4,12.09,1.8,1_start
12.5,15,3M,red,79,19.02,11.79,9.3,0.9,1_start
12.5,15,3M,red,80,25.79,12.96,7.87,1.4,1_start
12.5,15,3M,red,81,31.02,18.13,12.82,2.4,1_start
12.5,15,3M,red,82,19.71,14.03,9.45,1.1,1_start
12.5,15,3M,red,83,24.15,16.07,6.93,1.1,1_start
12.5,15,3M,red,76,27.76,14.25,8.64,0.12,1_start
12.5,15,3M,red,84,23.16,16.54,9.88,1.4,1_start
12.5,15,3M,red,85,22.23,13.8,7.69,1.2,1_start
12.5,15,3M,red,86,30.74,16.09,9.67,1.7,1_start
12.5,15,3M,red,87,24.31,14.29,8.48,1.2,1_start
12.5,15,3M,red,88,25.48,15.92,10.16,1.7,1_start
12.5,15,3M,red,89,28,16.62,9.07,1.7,1_start
12.5,15,3M,red,90,19.61,16.27,6.2,0.9,1_start
12.5,15,3M,red,91,24.16,17.69,6.82,1.5,1_start
12.5,15,3M,red,92,32.29,16.42,9.55,2.3,1_start
12.5,15,3M,red,93,22.68,13.36,7.08,1,1_start
12.5,15,3M,red,94,30.1,17.08,10.83,2.1,1_start
12.5,15,3M,red,95,17.12,12.61,6.5,0.7,1_start
12.5,15,3C,blue,32,22.67,13.42,6.15,0.9,1_start
12.5,15,3C,blue,33,17.93,14.15,4.67,0.7,1_start
12.5,15,3C,blue,34,35.26,14.66,9.22,1.8,1_start
12.5,15,3C,blue,35,23.27,17.81,3.79,1.1,1_start
12.5,15,3C,blue,36,24.07,16.83,7.75,1.5,1_start
12.5,15,3C,blue,37,23.21,14.72,7.94,1.6,1_start
12.5,15,3C,blue,38,21.18,16.1,6.54,0.9,1_start
12.5,15,3C,blue,39,19.16,14.72,5.24,0.8,1_start
12.5,15,3C,blue,40,20.2,15.37,6.36,1,1_start
12.5,15,3C,blue,41,22.79,18.52,6.42,1.1,1_start
12.5,15,3C,blue,42,32.52,19.04,7.72,1.9,1_start
12.5,15,3C,blue,43,19.49,16.09,3.74,0.8,1_start
12.5,15,3C,blue,44,23.14,15.99,5.36,1,1_start
12.5,15,3C,blue,48,19.01,16.4,4.02,0.7,1_start
12.5,15,3C,blue,46,30.26,16.84,7.76,1.6,1_start
12.5,15,3C,blue,47,24.02,15.47,4.92,1,1_start
12.5,15,3C,blue,49,24.45,15.54,6.75,1.3,1_start
12.5,15,3C,blue,50,23.26,14.65,5.32,1,1_start
12.5,15,3C,blue,51,22.99,17.26,3.98,1.1,1_start
12.5,15,3C,blue,52,17.28,14.57,5.61,0.8,1_start
12.5,15,3C,blue,53,18.22,14.48,5.05,0.6,1_start
12.5,15,3C,blue,54,22,12.44,8.49,1,1_start
12.5,15,3C,blue,55,19.75,12.85,5.74,0.6,1_start
12.5,15,3C,blue,56,17.41,15.83,6,0.7,1_start
12.5,15,3C,blue,57,21.33,16.09,5.01,0.9,1_start
12.5,15,3C,blue,58,18.86,15.24,5.76,0.9,1_start
12.5,15,3C,blue,59,22.83,15.21,6.89,1.2,1_start
12.5,15,3C,blue,60,23.28,15.6,6.08,0.9,1_start
12.5,15,3C,blue,61,18.17,13.93,4.62,0.7,1_start
12.5,15,3C,blue,62,23.95,13.42,8.05,1.7,1_start
12.5,15,3C,blue,63,28.44,20.12,11.99,2.1,1_start
12.5,15,2M,green,66,23,15.92,5.64,1,1_start
12.5,15,2M,green,67,21.44,14.6,4.98,0.7,1_start
12.5,15,2M,green,68,24.27,17.83,6.91,0.9,1_start
12.5,15,2M,green,69,26.54,16.14,5.23,1,1_start
12.5,15,2M,green,70,22.43,15.41,7.92,1,1_start
12.5,15,2M,green,71,20.59,16.9,5.05,0.7,1_start
12.5,15,2M,green,72,31.63,20.48,7.85,2.1,1_start
12.5,15,2M,green,73,18.59,16.11,5.29,0.7,1_start
12.5,15,2M,green,74,20.55,14.6,6.48,0.7,1_start
12.5,15,2M,green,75,21.21,15.8,5.13,0.7,1_start
12.5,15,2M,green,76,24.99,13.61,6.15,0.7,1_start
12.5,15,2M,green,77,20.08,15.35,8.54,1,1_start
12.5,15,2M,green,78,21.43,17.55,4.88,0.7,1_start
12.5,15,2M,green,79,18.97,14.53,5.31,0.6,1_start
12.5,15,2M,green,80,18.77,15.54,4.37,0.6,1_start
12.5,15,2M,green,81,20.5,15.76,5.44,0.8,1_start
12.5,15,2M,green,83,20.34,15.6,5.28,0.7,1_start
12.5,15,2M,green,84,19.31,16.3,7.22,1,1_start
12.5,15,2M,green,85,24.94,15.71,7.79,1.4,1_start
12.5,15,2M,green,86,28.32,15.28,6.84,0.9,1_start
12.5,15,2M,green,87,17.7,15.87,4.43,0.6,1_start
12.5,15,2M,green,88,18.94,18.93,4.48,0.8,1_start
12.5,15,2M,green,89,20.08,12.91,6.26,0.6,1_start
12.5,15,2M,green,90,18.38,12.89,3.73,0.4,1_start
12.5,15,2M,green,91,16.84,13.94,3.72,0.4,1_start
12.5,15,2M,green,92,18.91,15.21,4.42,0.6,1_start
12.5,15,2M,green,93,17.02,15.15,5.88,0.6,1_start
12.5,15,2M,green,94,16.47,13.59,5.2,0.5,1_start
12.5,15,2M,green,95,18.89,13.53,5.89,0.5,1_start
12.5,15,2M,green,96,17.55,15.78,4.84,0.6,1_start
7.5,5,3M,red,96,27.02,16.63,7.19,1.5,1_start
7.5,5,3M,red,97,22.44,14.05,13.9,1.3,1_start
7.5,5,3M,red,98,30.62,17.13,10.65,2.8,1_start
7.5,5,3M,red,99,28.19,13.74,7.42,1.4,1_start
7.5,5,3M,red,100,23.73,14.18,6.66,1,1_start
7.5,5,3M,red,1,24.46,14.81,5.54,1,1_start
7.5,5,3M,red,2,19.3,14.3,5.68,0.8,1_start
7.5,5,3M,red,3,16.81,11.55,6.2,0.9,1_start
7.5,5,3M,red,4,19.64,10.48,8.76,0.8,1_start
7.5,5,3M,red,5,26.62,14.9,7.6,1.6,1_start
7.5,5,3M,red,6,21.87,14.06,8.11,1.2,1_start
7.5,5,3M,red,7,24.59,14.94,5.76,1.1,1_start
7.5,5,3M,red,8,24.88,16.55,7.85,1.6,1_start
7.5,5,3M,red,9,29.33,18.85,7.26,2,1_start
7.5,5,3M,red,10,34.88,19.64,11.83,3.3,1_start
7.5,5,3M,red,11,23.56,15.85,6.74,1.2,1_start
7.5,5,3M,red,12,30.31,17.64,9.53,2.1,1_start
7.5,5,3M,red,13,31.28,16.11,8.71,1.9,1_start
7.5,5,3M,red,14,26.93,14.9,13.85,1.4,1_start
7.5,5,3M,red,15,31.16,15.97,6.61,1.8,1_start
7.5,5,3M,red,16,22.67,15.2,8.13,1.3,1_start
7.5,5,3M,red,17,20.87,14.72,5.83,0.9,1_start
7.5,5,3M,red,18,24.49,16.21,8.48,1.4,1_start
7.5,5,3M,red,19,27.43,18.67,6.92,1.3,1_start
7.5,5,3M,red,20,29.86,12.38,8.03,1.4,1_start
7.5,5,3M,red,21,26.79,14.4,9.41,1.2,1_start
7.5,5,3M,red,22,20.9,10.45,4.75,0.5,1_start
7.5,5,3M,red,23,27.84,14.93,9.48,1.5,1_start
7.5,5,3M,red,24,20.35,14.94,7.34,0.9,1_start
7.5,5,3M,red,25,25.84,14.61,8.27,1.2,1_start
7.5,5,2M,green,97,19.22,15.3,6.46,0.7,1_start
7.5,5,2M,green,98,18.46,13.39,4.41,0.5,1_start
7.5,5,2M,green,99,13.84,12.09,3.9,0.3,1_start
7.5,5,2M,green,100,19.23,13.35,6.14,0.5,1_start
7.5,5,2M,green,1,20.56,16.78,5.82,0.8,1_start
7.5,5,2M,green,2,25.9,18.65,9.11,1.9,1_start
7.5,5,2M,green,3,18.93,14.04,4.68,0.7,1_start
7.5,5,2M,green,4,20.15,17.03,6.28,0.9,1_start
7.5,5,2M,green,5,23.36,19.65,5.16,1.2,1_start
7.5,5,2M,green,6,18.58,16.74,5.79,0.7,1_start
7.5,5,2M,green,7,20.78,16.05,4.6,0.7,1_start
7.5,5,2M,green,8,24.11,15.84,6.2,1,1_start
7.5,5,2M,green,9,18.97,14.98,6.99,0.7,1_start
7.5,5,2M,green,10,23.11,18.6,5.81,1.2,1_start
7.5,5,2M,green,11,20.97,15.2,5.61,1,1_start
7.5,5,2M,green,12,21,14.26,4.26,0.7,1_start
7.5,5,2M,green,13,26.43,14.89,4.88,1,1_start
7.5,5,2M,green,14,20.98,16.74,5.9,1,1_start
7.5,5,2M,green,15,22.29,15.72,5.76,0.8,1_start
7.5,5,2M,green,16,18.29,15,4.78,0.8,1_start
7.5,5,2M,green,17,19.25,16.23,4.47,0.7,1_start
7.5,5,2M,green,18,19.94,13.4,4.68,0.7,1_start
7.5,5,2M,green,19,20.69,14.08,6.77,0.8,1_start
7.5,5,2M,green,20,21.28,14.33,4.9,0.7,1_start
7.5,5,2M,green,21,16.39,13.9,4.28,0.5,1_start
7.5,5,2M,green,22,20.15,14.5,5.12,0.8,1_start
7.5,5,2M,green,23,24.55,16.75,6.02,1,1_start
7.5,5,2M,green,24,26.7,20.49,9.77,2.1,1_start
7.5,5,2M,green,25,18.6,16.75,6.17,0.7,1_start
7.5,5,2M,green,26,18.34,13.01,5.7,0.5,1_start
7.5,5,3C,blue,64,21.14,16.16,5.8,1.1,1_start
7.5,5,3C,blue,65,26.64,15.32,5.21,1.1,1_start
7.5,5,3C,blue,66,20.41,14.28,4.5,0.7,1_start
7.5,5,3C,blue,67,21.49,19.36,7.09,1.2,1_start
7.5,5,3C,blue,68,33.26,17.9,8.45,1.6,1_start
7.5,5,3C,blue,69,19.17,14.83,5.19,0.6,1_start
7.5,5,3C,blue,70,18.93,17.1,4.81,0.7,1_start
7.5,5,3C,blue,71,24.73,18.16,5.55,1.1,1_start
7.5,5,3C,blue,72,20.51,15.89,5.36,0.8,1_start
7.5,5,3C,blue,73,22.34,16.9,5.77,1.1,1_start
7.5,5,3C,blue,74,27.14,18.87,6.94,1.3,1_start
7.5,5,3C,blue,75,28.26,18.9,5.91,1.4,1_start
7.5,5,3C,blue,76,25.45,14.59,6.91,1,1_start
7.5,5,3C,blue,77,23.18,16.85,5.19,1.2,1_start
7.5,5,3C,blue,78,16.96,15.47,5.19,0.7,1_start
7.5,5,3C,blue,79,18.92,13.49,3.93,0.5,1_start
7.5,5,3C,blue,80,23.14,19.34,6.26,1.1,1_start
7.5,5,3C,blue,81,19.69,15.31,4.8,0.7,1_start
7.5,5,3C,blue,82,21.61,13.72,3.72,0.6,1_start
7.5,5,3C,blue,83,18.05,15.91,5.83,0.9,1_start
7.5,5,3C,blue,84,24.39,15.9,4.76,0.9,1_start
7.5,5,3C,blue,85,18.28,16.18,4.67,0.7,1_start
7.5,5,3C,blue,86,26.68,20.3,7.2,2,1_start
7.5,5,3C,blue,87,18.41,16.98,5.67,0.8,1_start
7.5,5,3C,blue,88,23.7,16.57,5.08,1,1_start
7.5,5,3C,blue,89,19.57,16.51,4.95,0.1,1_start
7.5,5,3C,blue,90,18.3,15.2,5.54,0.8,1_start
7.5,5,3C,blue,91,21.52,15.16,7.05,0.9,1_start
7.5,5,3C,blue,92,22.51,13.87,6.06,0.8,1_start
7.5,5,3C,blue,93,22.19,15.88,6.27,1,1_start
7.5,3,3C,white,1,25.02,,,1.5,1_start
7.5,3,3C,white,2,21.63,,,1.3,1_start
7.5,3,3C,white,3,26.61,,,1.1,1_start
7.5,3,3C,white,4,19.28,,,0.9,1_start
7.5,3,3C,white,5,18.36,,,0.9,1_start
7.5,3,3C,white,6,22.51,,,0.8,1_start
7.5,3,3C,white,7,26.79,,,1.4,1_start
7.5,3,3C,white,8,20.48,,,0.7,1_start
7.5,3,3C,white,9,20.54,,,0.8,1_start
7.5,3,3C,white,10,21.45,,,0.9,1_start
7.5,3,3C,white,11,28.97,,,1.7,1_start
7.5,3,3C,white,12,26.34,,,1.5,1_start
7.5,3,3C,white,13,24.26,,,1,1_start
7.5,3,3C,white,14,24.07,,,1.1,1_start
7.5,3,3C,white,15,30.24,,,2.1,1_start
7.5,3,3C,white,16,17.21,,,0.7,1_start
7.5,3,3C,white,17,30.85,,,2.3,1_start
7.5,3,3C,white,18,22.93,,,1.3,1_start
7.5,3,3C,white,19,26.59,,,1.4,1_start
7.5,3,3C,white,20,22.83,,,1.3,1_start
7.5,3,3C,white,21,18.85,,,0.8,1_start
7.5,3,3C,white,22,16.87,,,0.5,1_start
7.5,3,3C,white,23,4.72,,,1.3,1_start
7.5,3,3C,white,24,23.37,,,1.2,1_start
7.5,3,3C,white,25,22.85,,,0.9,1_start
7.5,3,2M,green,33,22.31,17.6,0.76,1,1_start
7.5,3,2M,green,50,17.79,16.9,4.41,0.6,1_start
7.5,3,2M,green,48,21.12,14.99,6.66,1,1_start
7.5,3,2M,green,54,21.34,16.62,4.25,0.9,1_start
7.5,3,2M,green,27,26.02,16.52,9.96,1.7,1_start
7.5,3,2M,green,52,20.78,15.21,6.28,0.8,1_start
7.5,3,2M,green,40,24.93,17.63,6.39,1.4,1_start
7.5,3,2M,green,46,19.12,13.21,4.04,0.5,1_start
7.5,3,2M,green,39,23.26,16.38,4.59,1.1,1_start
7.5,3,2M,green,69,17.68,15.69,4.91,0.8,1_start
7.5,3,2M,green,,21.21,,,0.9,1_start
7.5,3,2M,green,,23.92,,,1.1,1_start
7.5,3,2M,green,,18.58,,,0.7,1_start
7.5,3,2M,green,,25.83,,,1.2,1_start
7.5,3,2M,green,,19.55,,,0.9,1_start
7.5,3,2M,green,,18.99,,,0.9,1_start
7.5,3,2M,green,,17.74,,,0.6,1_start
7.5,3,3M,red,74,15.81,,,0.5,1_start
7.5,3,3M,red,,24.71,,,0.9,1_start
7.5,3,3M,red,,32.59,,,3,1_start
7.5,3,3M,red,,30.56,,,2.5,1_start
7.5,3,3M,red,,17.83,,,0.8,1_start
7.5,3,3M,red,,23.69,,,1.5,1_start
7.5,3,3M,red,,23.65,,,1.1,1_start
7.5,3,3M,red,,14.12,,,0.4,1_start
7.5,3,3M,red,,31.14,,,2.1,1_start
7.5,3,3M,red,,23.84,,,0.9,1_start
7.5,3,3M,red,,27.34,,,1.6,1_start
7.5,3,3M,red,,23.13,,,1.2,1_start
7.5,3,3M,red,,23.56,,,1.3,1_start
7.5,3,3M,red,,26.59,,,1.8,1_start
7.5,3,3M,red,,29.72,,,1.3,1_start
7.5,3,3M,red,,27.03,,,1.7,1_start
7.5,3,3M,red,,23.86,,,1.1,1_start
7.5,3,3M,red,,22.06,,,1,1_start
7.5,3,3M,red,,24.07,,,1,1_start
7.5,3,3M,red,,26.58,,,2.1,1_start
7.5,3,3M,red,,17.84,,,0.7,1_start
7.5,16,3M,red,80,24.92,14.98,6.67,1.5,1_start
7.5,16,3M,red,88,26.08,16.75,6.82,1.7,1_start
7.5,16,3M,red,63,28.04,18.9,8.97,1.9,1_start
7.5,16,3M,red,76,20.07,14.72,8.34,1,1_start
7.5,16,3M,red,43,28.05,19.19,9.53,2.2,1_start
7.5,16,3M,red,75,20.2,18.6,6.57,0.8,1_start
7.5,16,3M,red,60,24.09,17.6,10.19,1.9,1_start
7.5,16,3M,red,48,26,14.03,8.44,1.7,1_start
