Treatment,Tank,Ploidy,Tag colour,Tag num,Shell Height,Shell length,Shell width,Mass,Time 
22.5,6,3C,blue,,22.51,,,1.4,1_start
22.5,6,3C,blue,,28.16,,,2.2,1_start
22.5,6,3C,blue,,25.68,,,1.7,1_start
22.5,6,3C,blue,,20.14,,,0.7,1_start
22.5,6,3C,blue,,22.49,,,1,1_start
22.5,6,3C,blue,,23.9,,,1.5,1_start
22.5,6,3C,blue,,27.26,,,2.1,1_start
22.5,6,3C,blue,,15.49,,,0.7,1_start
22.5,6,3C,blue,,28.67,,,1.9,1_start
22.5,6,3C,blue,,22.08,,,1.2,1_start
22.5,6,3C,blue,,17.07,,,0.6,1_start
22.5,6,3C,blue,,23.55,,,1.3,1_start
22.5,6,3C,blue,,26.19,,,1,1_start
22.5,6,3C,blue,,20.74,,,0.8,1_start
22.5,6,3C,blue,,22.26,,,0.9,1_start
22.5,6,3C,blue,,23.05,,,1.2,1_start
22.5,6,3C,blue,,19.47,,,0.8,1_start
22.5,6,3C,blue,,22.38,,,0.8,1_start
22.5,6,3C,yellow + blue,72,27.99,14.51,5.8,1.4,1_start
22.5,6,3C,yellow + blue,70,29.64,22.49,7.67,2.3,1_start
22.5,6,3C,yellow + blue,66,29.35,19.57,6.82,2,1_start
22.5,6,3C,yellow + blue,71,20.31,17.09,5.57,1,1_start
22.5,6,3C,yellow + blue,69,17.8,12.82,4.74,0.6,1_start
22.5,6,3C,yellow + blue,68,20.88,15.63,5.75,0.8,1_start
22.5,6,3C,yellow + blue,65,16.89,12.47,4.58,0.6,1_start
22.5,6,3C,yellow + blue,67,18.11,12.15,4.61,0.6,1_start
22.5,6,3C,yellow + blue,63,23.35,14.75,5.43,0.9,1_start
22.5,6,3C,yellow + blue,73,17.3,13.3,4.43,0.5,1_start
22.5,6,3M,yellow tag green dot,53,20.66,15.06,4.45,0.9,1_start
22.5,6,3M,yellow tag green dot,54,21.71,15.21,5.1,0.9,1_start
22.5,6,3M,yellow tag green dot,55,17.24,14.91,3.83,0.8,1_start
22.5,6,3M,yellow tag green dot,56,17.93,12.16,5.46,0.7,1_start
22.5,6,3M,yellow tag green dot,57,16.08,14.89,3.09,0.7,1_start
22.5,6,3M,yellow tag green dot,58,18.09,15.69,4.68,0.9,1_start
22.5,6,3M,yellow tag green dot,59,16.86,13.77,4.16,0.5,1_start
22.5,6,3M,yellow tag green dot,60,22,17.86,4.75,1.1,1_start
22.5,6,3M,yellow tag green dot,61,17.94,13.92,3.91,0.6,1_start
22.5,6,3M,yellow tag green dot,62,22.47,7.03,5.19,1.3,1_start
22.5,6,3M,yellow tag red dot,42,35,19.33,12.1,3.8,1_start
22.5,6,3M,yellow tag red dot,43,24.09,15.43,9.36,1.7,1_start
22.5,6,3M,yellow tag red dot,44,25.52,16.48,7.18,1.5,1_start
22.5,6,3M,yellow tag red dot,45,28.63,18.43,12.4,3,1_start
22.5,6,3M,yellow tag red dot,46,22.69,16.05,7.8,1.2,1_start
22.5,6,3M,yellow tag red dot,47,22.58,12.68,6.47,1.1,1_start
22.5,6,3M,yellow tag red dot,48,19.96,14.4,9.16,1.5,1_start
22.5,6,3M,yellow tag red dot,49,21.52,17.06,10.77,1.5,1_start
22.5,6,3M,yellow tag red dot,50,19.67,14.24,5.6,0.8,1_start
22.5,6,3M,yellow tag red dot,51,16,12.2,6.59,0.5,1_start
22.5,9,3C,blue,,22.57,,,1,1_start
22.5,9,3C,blue,,28.34,,,2.1,1_start
22.5,9,3C,blue,,28.22,,,2.1,1_start
22.5,9,3C,blue,,21.64,,,0.8,1_start
22.5,9,3C,blue,,29.1,,,1.7,1_start
22.5,9,3C,blue,,26.56,,,1.5,1_start
22.5,9,3C,blue,,23.25,,,0.8,1_start
22.5,9,3C,blue,,20.75,,,1.1,1_start
22.5,9,3C,blue,,29.39,,,2,1_start
22.5,9,3C,blue,,28.3,,,2.3,1_start
22.5,9,3C,blue,,29.92,,,1.7,1_start
22.5,9,3C,blue,,29.84,,,1.7,1_start
22.5,9,3C,blue,,33.09,,,2,1_start
22.5,9,3C,blue,,25.95,,,1.2,1_start
22.5,9,3C,blue,,23.33,,,1.2,1_start
22.5,9,3C,blue,,29.33,,,1.4,1_start
22.5,9,3C,blue,,20.79,,,1.6,1_start
22.5,9,3C,blue,,26.61,,,2.9,1_start
22.5,9,3C,blue,,21.67,,,1.3,1_start
22.5,9,3C,blue,,26.04,,,1.6,1_start
22.5,9,3M,red,,25.06,,,1.3,1_start
22.5,9,3M,red,,18.31,,,0.7,1_start
22.5,9,3M,red,,25.48,,,1.6,1_start
22.5,9,3M,red,,26.4,,,1.7,1_start
22.5,9,3M,red,,20.86,,,1.1,1_start
22.5,9,3M,red,,21.55,,,1.1,1_start
22.5,9,3M,red,,21.16,,,0.9,1_start
22.5,9,3M,red,,19.18,,,0.7,1_start
22.5,9,3M,red,,25.22,,,0.5,1_start
22.5,9,3M,red,,23.28,,,1.1,1_start
22.5,9,3M,red,,29.67,,,2.7,1_start
22.5,9,3M,red,,25.93,,,1.6,1_start
22.5,9,3M,red,,26.86,,,1.9,1_start
22.5,9,3M,red,,29.4,,,2,1_start
22.5,9,3M,red,,23.92,,,1.8,1_start
22.5,9,3M,red,,25.62,,,1.7,1_start
22.5,9,3M,red,,28,,,1.6,1_start
22.5,9,3M,red,,21.34,,,1.3,1_start
22.5,9,3M,red,,28.35,,,1.9,1_start
22.5,9,3M,red,,22.45,,,0.9,1_start
22.5,9,2M,green,,14.29,,,0.3,1_start
22.5,9,2M,green,,22.87,,,1.2,1_start
22.5,9,2M,green,,20.31,,,0.8,1_start
22.5,9,2M,green,,31.81,,,1.9,1_start
22.5,9,2M,green,,20.11,,,0.6,1_start
22.5,9,2M,green,,22.14,,,1.1,1_start
22.5,9,2M,green,,21.01,,,1.6,1_start
22.5,9,2M,green,,17,,,0.6,1_start
22.5,9,2M,green,,21.9,,,1.6,1_start
22.5,9,2M,green,,26.74,,,1.9,1_start
22.5,9,2M,green,,20.93,,,0.7,1_start
22.5,9,2M,green,,20.29,,,0.8,1_start
22.5,9,2M,green,,23.42,,,1.2,1_start
22.5,9,2M,green,,18.41,,,0.9,1_start
22.5,9,2M,green,,21.97,,,1,1_start
22.5,9,2M,green,,22.94,,,0.9,1_start
22.5,9,2M,green,,16.75,,,0.7,1_start
22.5,9,2M,green,,17.26,,,0.5,1_start
22.5,9,2M,green,,24.56,,,1.6,1_start
22.5,9,2M,green,,16.81,,,0.8,1_start
22.5,9,2M,green yellow,32,16.49,12.55,7.4,1,1_start
22.5,9,2M,green yellow,33,20.47,15.52,6.15,1,1_start
22.5,9,2M,green yellow,34,16.83,18.56,8.43,1.3,1_start
22.5,9,2M,green yellow,35,15.22,15.89,5.84,0.9,1_start
22.5,9,2M,green yellow,36,19.53,14.76,3.8,0.7,1_start
22.5,9,2M,green yellow,37,20.41,18.89,5.24,1,1_start
22.5,9,2M,green yellow,38,22.18,15.61,4.47,1.1,1_start
22.5,9,2M,green yellow,39,21.93,13.2,4.49,0.8,1_start
22.5,9,2M,green yellow,40,24.39,19.95,8.32,1.4,1_start
22.5,9,2M,green yellow,41,19.6,11.56,5.26,0.7,1_start
22.5,9,3M,red yellow,22,20.25,13.06,6.19,1,1_start
22.5,9,3M,red yellow,23,23.57,15.26,7.93,1.4,1_start
22.5,9,3M,red yellow,24,29.3,15.16,8.6,1.6,1_start
22.5,9,3M,red yellow,25,32.45,18.43,9.54,2.3,1_start
22.5,9,3M,red yellow,26,23.94,14.14,6.9,1.2,1_start
22.5,9,3M,red yellow,27,21.51,16.15,6.87,1.2,1_start
22.5,9,3M,red yellow,28,23.31,19.96,7.93,1.9,1_start
22.5,9,3M,red yellow,29,23.03,14.83,6.5,0.9,1_start
22.5,9,3M,red yellow,30,24.27,16.51,5.55,1.3,1_start
22.5,9,3M,red yellow,31,29.94,17.99,12.09,2.8,1_start
22.5,9,3C,blue yellow,12,21.87,16.81,5.72,1.1,1_start
22.5,9,3C,blue yellow,13,21.14,15.63,6.3,1.1,1_start
22.5,9,3C,blue yellow,14,35.22,15.56,7.61,2.3,1_start
22.5,9,3C,blue yellow,15,21.62,15.15,4.33,0.9,1_start
22.5,9,3C,blue yellow,16,25.61,14.97,5.36,1.1,1_start
22.5,9,3C,blue yellow,17,26.64,17.31,8.02,1.9,1_start
22.5,9,3C,blue yellow,18,18.53,13.76,3.96,0.6,1_start
22.5,9,3C,blue yellow,19,24.32,13.37,5.36,0.8,1_start
22.5,9,3C,blue yellow,20,26.68,17.03,5.9,1.5,1_start
22.5,9,3C,blue yellow,21,19.42,15.67,5.05,0.9,1_start
27.5,1,2M,green + white,90,14.15,15.17,3.15,0.5,1_start
27.5,1,2M,green + white,1,20.59,14.62,4.16,0.7,1_start
27.5,1,2M,green + white,2,16.5,12.92,3.86,0.5,1_start
27.5,1,2M,green + white,3,16.12,15.48,4.39,0.7,1_start
27.5,1,2M,green + white,4,17.74,16.29,4.5,0.7,1_start
27.5,1,2M,green + white,6,24.83,14.64,5.28,0.9,1_start
27.5,1,2M,green + white,7,14.03,10.51,3.92,0.3,1_start
27.5,1,2M,green + white,8,20.64,15.62,7.26,0.9,1_start
27.5,1,2M,green + white,9,23.05,13.55,4.15,0.8,1_start
27.5,1,2M,green + white,10,19.74,17.63,4.72,0.6,1_start
27.5,1,2M,green + white,,19.43,,,1.1,1_start
27.5,1,2M,green + white,,20.84,,,1.1,1_start
27.5,1,2M,green + white,,27.22,,,1,1_start
27.5,1,2M,green + white,,22.31,,,1.3,1_start
27.5,1,2M,green + white,,21,,,1,1_start
27.5,1,2M,green + white,,24.35,,,0.8,1_start
27.5,1,2M,green + white,,20.6,,,1.2,1_start
27.5,1,2M,green + white,,21.42,,,1.3,1_start
27.5,1,2M,green + white,,17.66,,,0.8,1_start
27.5,1,2M,green + white,,20.59,,,0.9,1_start
27.5,1,2M,green + white,,18.99,,,0.7,1_start
27.5,3,2M,Green,,21.04,,,0.8,1_start
7.5,3,2M,Green,,17.81,,,0.5,1_start
7.5,3,2M,Green,,19.55,,,0.7,1_start
7.5,3,2M,Green,,26.32,,,1.1,1_start
7.5,3,2M,Green,,21.74,,,1.4,1_start
7.5,3,2M,Green,,21.15,,,0.7,1_start
7.5,3,2M,Green,,23.6,,,0.9,1_start
7.5,3,2M,Green,,20.74,,,0.9,1_start
7.5,3,2M,Green,,20.53,,,0.6,1_start
7.5,3,2M,Green,,17.61,,,0.5,1_start
7.5,3,2M,Green,,25.28,,,1.5,1_start
7.5,3,2M,Green,,19.54,,,0.6,1_start
7.5,3,2M,Green,,16.77,,,0.6,1_start
7.5,3,3M,Red,86,23.7,14.51,7.49,1.2,1_start
7.5,3,3M,Red,29,40.35,20.88,11.31,3.7,1_start
7.5,3,3M,Red,30,34.93,17.07,14.18,3.4,1_start
7.5,3,3M,Red,82,23.48,13.3,7.76,0.8,1_start
7.5,3,3M,Red,84,23.63,16.19,6.95,1,1_start
7.5,3,3M,Red,70,24.72,16.84,10.04,1.5,1_start
7.5,3,3M,Red,99,23.2,17,7.76,1.5,1_start
7.5,3,3M,Red,68,15.69,14.1,7.62,0.7,1_start
27.5,1,2M,green + white,,18.5,,,0.5,1_start
27.5,1,2M,green + white,,19.77,,,0.9,1_start
27.5,1,2M,green + white,,23.57,,,0.8,1_start
27.5,1,2M,green + white,,19.7,,,0.6,1_start
27.5,1,2M,green + white,,18.1,,,0.7,1_start
27.5,1,2M,green + white,,26.11,,,1.8,1_start
27.5,1,2M,green + white,,19.26,,,0.8,1_start
27.5,1,2M,green + white,,22.89,,,1.2,1_start
27.5,1,2M,green + white,,22.79,,,0.9,1_start
27.5,1,3M,white + red,11,22.07,15.32,8.46,1.1,1_start
27.5,1,3M,white + red,12,22.65,15.46,5.72,1.6,1_start
27.5,1,3M,white + red,13,20.3,12.12,8.17,1.1,1_start
27.5,1,3M,white + red,14,29.44,19.99,9.18,1.9,1_start
27.5,1,3M,white + red,15,23.36,14.66,7.48,1.4,1_start
27.5,1,3M,white + red,16,26.58,16.28,8.83,1.5,1_start
27.5,1,3M,white + red,17,23.33,17.87,8.29,1.3,1_start
27.5,1,3M,white + red,20,27.31,17.24,7.23,1.8,1_start
27.5,1,3M,white + red,18,17.42,12.01,5.99,0.6,1_start
27.5,1,3M,white + red,19,17.4,14.97,7.12,0.7,1_start
27.5,1,3M,white + red,,20.95,,,1,1_start
27.5,1,3M,white+red,,26.5,,,1.7,1_start
27.5,1,3M,white+red,,28.1,,,2.3,1_start
27.5,1,3M,white+red,,30.4,,,2,1_start
27.5,1,3M,white+red,,28.06,,,1.6,1_start
27.5,1,3M,white+red,,23.97,,,1.4,1_start
27.5,1,3M,white+red,,23.58,,,1.3,1_start
27.5,1,3M,white+red,,24.37,,,1.5,1_start
27.5,1,3M,white+red,,28.22,,,1.6,1_start
27.5,1,3M,white+red,,19.8,,,0.9,1_start
27.5,1,3M,white+red,,20.36,,,0.9,1_start
27.5,1,3M,white+red,,31.02,,,2.1,1_start
27.5,1,3M,white+red,,30.39,,,2.3,1_start
27.5,1,3M,white+red,,22.06,,,1.5,1_start
27.5,1,3M,white+red,,18.59,,,0.8,1_start
27.5,1,3M,white+red,,20.38,,,1.1,1_start
27.5,1,3M,white+red,,30.63,,,3,1_start
27.5,1,3M,white+red,,24.82,,,1,1_start
27.5,1,3M,white+red,,20.48,,,1.1,1_start
27.5,1,3M,white+red,,25.66,,,1.6,1_start
27.5,1,3C,blue,42,23.42,15.14,6.07,1.2,1_start
27.5,1,3C,blue,63,26.72,20.08,7.59,1.8,1_start
27.5,1,3C,blue,92,18.42,13.6,3.47,0.6,1_start
27.5,1,3C,blue,28,17.53,16.01,4.54,0.77,1_start
27.5,1,3C,blue,55,25.29,15.69,5.53,0.8,1_start
27.5,1,3C,blue,72,21.66,16.56,5.58,0.9,1_start
27.5,1,3C,blue,66,23.83,15.05,9.39,1,1_start
27.5,1,3C,blue,35,26.24,16.34,6.99,1.2,1_start
27.5,1,3C,blue,49,29.42,20.12,8.31,2.4,1_start
27.5,1,3C,blue,36,20.43,16.38,3.97,1,1_start
27.5,1,3C,blue,,24.67,,,1.4,1_start
27.5,1,3C,blue,,21.35,,,0.7,1_start
27.5,1,3C,blue,,28,,,2.1,1_start
27.5,1,3C,blue,,26.12,,,1.6,1_start
27.5,1,3C,blue,,24.66,,,1,1_start
27.5,1,3C,blue,,24.33,,,1.2,1_start
27.5,1,3C,blue,,26.62,,,1.4,1_start
27.5,1,3C,blue,,25.14,,,1.2,1_start
27.5,1,3C,blue,,24.47,,,1,1_start
27.5,1,3C,blue,,22.49,,,0.9,1_start
27.5,1,3C,blue,,29.06,,,2.1,1_start
27.5,1,3C,blue,,26.87,,,1.1,1_start
27.5,1,3C,blue,,25.47,,,1.1,1_start
27.5,1,3C,blue,,31.42,,,1.3,1_start
27.5,1,3C,blue,,16.57,,,0.7,1_start
27.5,1,3C,blue,,29.04,,,1.5,1_start
27.5,1,3C,blue,,19.5,,,0.7,1_start
27.5,1,3C,blue,,20.36,,,0.9,1_start
27.5,1,3C,blue,,25.43,,,1.1,1_start
27.5,1,3C,blue,,33.66,,,1.9,1_start
27.5,12,2M,white + green,21,18.72,15.55,4.13,0.7,1_start
27.5,12,2M,white + green,22,21.43,16.06,3.96,0.9,1_start
27.5,12,2M,white + green,23,21.46,17.75,5.06,1.3,1_start
27.5,12,2M,white + green,24,24.37,15.86,5.03,1,1_start
27.5,12,2M,white + green,25,18.48,14.28,5.75,0.7,1_start
27.5,12,2M,white + green,26,19.77,15.83,4.3,0.7,1_start
27.5,12,2M,white + green,27,23.5,15.73,5.76,1.2,1_start
27.5,12,2M,white + green,28,20.85,17.2,6.7,0.9,1_start
27.5,12,2M,white + green,29,22.44,13.08,4.31,1,1_start
27.5,12,2M,white + green,30,17.55,13.08,3.68,0.8,1_start
27.5,12,2M,white + green,,20.28,,,0.7,1_start
27.5,12,2M,white + green,,18.98,,,0.5,1_start
27.5,12,2M,green + white,,19.16,,,0.6,1_start
27.5,12,2M,green + white,,22.12,,,0.9,1_start
27.5,12,2M,green + white,,18.78,,,0.7,1_start
27.5,12,2M,green + white,,16.37,,,0.5,1_start
27.5,12,2M,green + white,,19.8,,,0.6,1_start
27.5,12,2M,green + white,,17.55,,,0.9,1_start
27.5,12,2M,green + white,,21.77,,,0.9,1_start
27.5,12,2M,green + white,,12.7,,,0.5,1_start
27.5,12,2M,green + white,,20.38,,,0.8,1_start
27.5,12,2M,green + white,,24.02,,,1.9,1_start
27.5,12,2M,green + white,,24.89,,,1.6,1_start
27.5,12,2M,green + white,,18.88,,,0.6,1_start
27.5,12,2M,green + white,,15.51,,,0.6,1_start
27.5,12,2M,green + white,,17.57,,,0.8,1_start
27.5,12,2M,green + white,,26.98,,,1.3,1_start
27.5,12,2M,green + white,,21.27,,,1,1_start
27.5,12,2M,green + white,,22.36,,,1,1_start
27.5,12,2M,green + white,,14.68,,,0.5,1_start
27.5,12,3M,white + red,31,20.69,14.64,4.65,1,1_start
27.5,12,3M,white + red,32,21.1,14.07,6.16,1.1,1_start
27.5,12,3M,white + red,33,18.91,12.12,5.25,0.6,1_start
27.5,12,3M,white + red,34,26.7,15.25,5.72,1.4,1_start
27.5,12,3M,white + red,35,21.96,14.47,6.79,1,1_start
27.5,12,3M,white + red,36,22.64,15.38,7.9,1.1,1_start
27.5,12,3M,white + red,37,28.39,16,6.26,1.3,1_start
27.5,12,3M,white + red,38,18.03,13.61,6.49,0.9,1_start
27.5,12,3M,white + red,39,23.58,16.82,7.63,1.2,1_start
27.5,12,3M,white + red,40,31,15.32,10.83,2.1,1_start
27.5,12,3M,white + red,,31.71,,,3,1_start
27.5,12,3M,white + red,,33.01,,,3.2,1_start
27.5,12,3M,white + red,,25.17,,,1.2,1_start
27.5,12,3M,white + red,,20.09,,,2.1,1_start
27.5,12,3M,white + red,,20.55,,,0.9,1_start
27.5,12,3M,white + red,,24.09,,,1.2,1_start
27.5,12,3M,white + red,,22.48,,,1.3,1_start
27.5,12,3M,white + red,,22.57,,,1.1,1_start
27.5,12,3M,white + red,,21.2,,,1,1_start
27.5,12,3M,white + red,,22.83,,,1.5,1_start
27.5,12,3M,white + red,,33.34,,,2.6,1_start
27.5,12,3M,red,,27,,,1.8,1_start
27.5,12,3M,red,,20.52,,,1.9,1_start
27.5,12,3M,red,,22.01,,,0.9,1_start
27.5,12,3M,red,,21.11,,,0.8,1_start
27.5,12,3M,red,,27.86,,,2.2,1_start
27.5,12,3M,red,,24.89,,,1.2,1_start
27.5,12,3M,red,,31.28,,,2.9,1_start
27.5,12,3M,red,,28.8,,,1.4,1_start
27.5,12,3M,red,,22.29,,,0.9,1_start
27.5,12,3C,blue,76,19.51,14.01,5.66,0.9,1_start
27.5,12,3C,blue,82,18.73,16.07,5.2,0.8,1_start
27.5,12,3C,blue,58,24.56,17.25,7.02,1.7,1_start
27.5,12,3C,blue,77,18.07,15.16,3.81,0.9,1_start
27.5,12,3C,blue,91,16.54,14.26,4.82,0.6,1_start
27.5,12,3C,blue,41,19.42,15.7,4.85,0.8,1_start
27.5,12,3C,blue,80,18.76,15.2,5.63,0.9,1_start
27.5,12,3C,blue,56,23.29,16.25,6.93,1.3,1_start
27.5,12,3C,blue,65,51.55,14.71,6.25,1.3,1_start
27.5,12,3C,blue,57,28.06,16.77,10.09,1.7,1_start
27.5,12,3C,blue,,22.8,,,0.9,1_start
27.5,12,3C,blue,,32.9,,,2.2,1_start
27.5,12,3C,blue,,19.18,,,0.7,1_start
27.5,12,3C,blue,,20.11,,,0.8,1_start
27.5,12,3C,blue,,15.88,,,0.6,1_start
27.5,12,3C,blue,,25.07,,,1.5,1_start
27.5,12,3C,blue,,21.75,,,1,1_start
27.5,12,3C,blue,,16.13,,,0.7,1_start
27.5,12,3C,blue,,23.75,,,1.3,1_start
27.5,12,3C,blue,,20.49,,,0.7,1_start
27.5,12,3C,blue,,24.81,,,1.1,1_start
27.5,12,3C,blue,,34.14,,,3,1_start
27.5,12,3C,blue,,21.34,,,1.1,1_start
27.5,12,3C,blue,,24.72,,,1.1,1_start
27.5,12,3C,blue,,22.82,,,1.4,1_start
27.5,12,3C,blue,,22.1,,,1.2,1_start
27.5,12,3C,blue,,22.61,,,1.2,1_start
27.5,12,3C,blue,,24.05,,,1.4,1_start
27.5,12,3C,blue,,19.21,,,0.7,1_start
27.5,12,3C,blue,,21.13,,,1.1,1_start
27.5,14,2M,green + white,41,20.52,13.46,5.27,0.8,1_start
27.5,14,2M,green + white,42,17.21,17.21,3.75,0.6,1_start
27.5,14,2M,green + white,43,24.54,15.31,5.9,1.1,1_start
27.5,14,2M,green + white,44,21.95,15.47,8.31,1.2,1_start
27.5,14,2M,green + white,45,16.81,15.24,3.77,0.5,1_start
27.5,14,2M,green + white,46,26.16,12.31,4.29,0.8,1_start
27.5,14,2M,green + white,47,19.94,12.75,5.35,0.7,1_start
27.5,14,2M,green + white,48,23.87,16.31,6.24,1.4,1_start
27.5,14,2M,green + white,49,20.23,14.48,5.34,1,1_start
27.5,14,2M,green + white,50,25.73,16.12,4.52,1.1,1_start
27.5,14,2M,green + white,,16.84,,,0.7,1_start
27.5,14,2M,green + white,,21.81,,,1,1_start
27.5,14,2M,green + white,,20.96,,,0.7,1_start
27.5,14,2M,green + white,,22.66,,,1.3,1_start
27.5,14,2M,green + white,,22.81,,,0.7,1_start
27.5,14,2M,green + white,,21.17,,,0.7,1_start
27.5,14,2M,green + white,,30.48,,,1.9,1_start
27.5,14,2M,green + white,,21.74,,,0.7,1_start
27.5,14,2M,green + white,,25.5,,,1,1_start
27.5,14,2M,green + white,,23.3,,,1,1_start
27.5,14,2M,green + white,,21.19,,,1.1,1_start
27.5,14,2M,green,,20.38,,,1.1,1_start
27.5,14,2M,green,,21.03,,,1.1,1_start
27.5,14,2M,green,,18.56,,,0.7,1_start
27.5,14,2M,green,,20.73,,,0.7,1_start
27.5,14,2M,green,,20.23,,,0.8,1_start
27.5,14,2M,green,,23.4,,,0.9,1_start
27.5,14,2M,green,,16.71,,,0.7,1_start
27.5,14,2M,green,,17.22,,,0.7,1_start
27.5,14,2M,green,,23.18,,,0.8,1_start
27.5,14,3M,red,28,25.37,15.83,7.93,1.5,1_start
27.5,14,3M,red,93,29.18,19.59,5.86,1.6,1_start
27.5,14,3M,red,94,34.89,17.62,11.87,3,1_start
27.5,14,3M,red,95,28.51,14.55,8.81,1.7,1_start
27.5,14,3M,red,27,19.63,9.45,5.81,0.6,1_start
27.5,14,3M,red,57,19.54,13.02,5.94,0.7,1_start
27.5,14,3M,red,96,20.72,12.95,5.23,0.8,1_start
27.5,14,3M,red,26,24.77,10.04,5.73,0.8,1_start
27.5,14,3M,red,42,25.47,15.5,7.56,1.5,1_start
27.5,14,3M,red,97,26.45,19.33,9.88,2,1_start
27.5,14,3M,red,,19.56,,,0.7,1_start
27.5,14,3M,red,,22.5,,,1.3,1_start
27.5,14,3M,red,,22.79,,,1,1_start
27.5,14,3M,red,,23.63,,,1.2,1_start
27.5,14,3M,red,,30.44,,,3,1_start
27.5,14,3M,red,,24.31,,,1.2,1_start
27.5,14,3M,red,,25.4,,,0.8,1_start
27.5,14,3M,red,,24.22,,,1.6,1_start
27.5,14,3M,red,,24.3,,,1.5,1_start
27.5,14,3M,red,,28.64,,,1.7,1_start
27.5,14,3M,red,,18.51,,,1.2,1_start
27.5,14,3M,red,,27.47,,,1.1,1_start
27.5,14,3M,red,,23.86,,,1,1_start
27.5,14,3M,red,,19.38,,,0.9,1_start
27.5,14,3M,red,,20.34,,,0.9,1_start
27.5,14,3M,red,,24.11,,,1.3,1_start
27.5,14,3M,red,,30.26,,,2.2,1_start
27.5,14,3M,red,,30.82,,,2.7,1_start
27.5,14,3M,red,,22.27,,,1,1_start
27.5,14,3M,red,,18.04,,,0.7,1_start
27.5,14,3C,blue,,23.23,,,1,1_start
27.5,14,3C,blue,,26.34,,,1.2,1_start
27.5,14,3C,blue,,14.89,,,0.5,1_start
27.5,14,3C,blue,,22.93,,,1.2,1_start
27.5,14,3C,blue,,22.48,,,1.2,1_start
27.5,14,3C,blue,,26.24,,,1.4,1_start
27.5,14,3C,blue,,26.08,,,1.1,1_start
27.5,14,3C,blue,,21.49,,,1.1,1_start
27.5,14,3C,blue,,17.22,,,0.9,1_start
27.5,14,3C,blue,73,18.18,12.62,4.29,0.7,1_start
27.5,14,3C,blue,53,28.89,20.12,7.35,1.9,1_start
27.5,14,3C,blue,51,35.96,22.2,9.22,3,1_start
27.5,14,3C,blue,45,22.53,16.54,4.96,1,1_start
27.5,14,3C,blue,32,22.43,15.18,7.93,1.2,1_start
27.5,14,3C,blue,68,20.95,14.99,5.24,0.8,1_start
27.5,14,3C,blue,34,27.78,16.37,7.44,1.5,1_start
27.5,14,3C,blue,90,17.39,14,3.66,0.6,1_start
27.5,14,3C,blue,56,23.08,16.24,5.31,1.1,1_start
27.5,14,3C,blue,38,20.33,18.92,6.29,1.2,1_start
27.5,14,3C,blue,,21.18,,,1.1,1_start
27.5,14,3C,blue,,24.7,,,1.2,1_start
27.5,14,3C,blue,,30.34,,,2,1_start
27.5,14,3C,blue,,23.54,,,1,1_start
27.5,14,3C,blue,,21.14,,,0.7,1_start
27.5,14,3C,blue,,23.6,,,1.2,1_start
27.5,14,3C,blue,,19.7,,,1,1_start
27.5,14,3C,blue,,18.44,,,0.8,1_start
27.5,14,3C,blue,,22.16,,,1.1,1_start
27.5,14,3C,blue,,24.45,,,1.7,1_start
27.5,14,3C,blue,,19.44,,,0.9,1_start
12.5,15,3M,red,70,26.6,18.63,11.95,2.5,2_end
12.5,15,3M,red,82,20.48,15.49,9.36,1.3,2_end
12.5,15,3M,red,68,24.26,17.42,8.06,1.7,2_end
12.5,15,3M,red,70,23.62,16.61,6.39,1.8,2_end
12.5,15,3M,red,71,30.3,18.63,10.84,2.8,2_end
12.5,15,3M,red,85,21.59,13.51,7.58,1.3,2_end
12.5,15,3M,red,72,26.57,18.63,8.02,1.8,2_end
12.5,15,3M,red,93,21.36,13.02,7.22,1.1,2_end
12.5,15,3M,red,80,24.85,13.57,7.86,1.6,2_end
12.5,15,3M,red,95,16.89,12.32,6.37,0.8,2_end
12.5,15,3C,blue,46,29.56,16.78,5.82,1.8,2_end
12.5,15,3C,blue,41,22.15,18.62,5.1,1.4,2_end
12.5,15,3C,blue,59,24.17,15.24,7.08,1.5,2_end
12.5,15,3C,blue,47,23.93,16.03,5.11,1.2,2_end
12.5,15,3C,blue,42,32.51,18.88,7.49,2.3,2_end
12.5,15,3C,blue,36,23.39,16.94,7.91,1.6,2_end
12.5,15,3C,blue,54,20.71,12.77,7.1,1.2,2_end
12.5,15,3C,blue,34,35.62,15.82,8.34,1,2_end
12.5,15,3C,blue,53,17.19,13.62,3.65,0.7,2_end
12.5,15,3C,blue,43,19.16,17.06,4.29,1.6,2_end
12.5,15,2M,green,79,17.81,14.46,4.95,0.7,2_end
12.5,15,2M,green,68,23.47,16.7,6.55,1.1,2_end
12.5,15,2M,green,77,17.97,14.13,6.27,1.3,2_end
12.5,15,2M,green,69,26.3,15.05,4.22,1.2,2_end
12.5,15,2M,green,89,19.37,11.69,5.94,0.7,2_end
12.5,15,2M,green,74,18.74,13.45,6.36,0.9,2_end
12.5,15,2M,green,92,17.87,14.36,4.8,0.7,2_end
12.5,15,2M,green,76,23.05,12.94,5.51,0.9,2_end
12.5,15,2M,green,83,19.32,14.3,4.46,0.9,2_end
12.5,15,2M,green,81,17.67,14.76,4.88,0.8,2_end
12.5,15,3M,red,,32.93,,,3.1,2_end
12.5,15,3M,red,,32.01,,,2.7,2_end
12.5,15,3M,red,,19.45,,,1,2_end
12.5,15,3M,red,,22.54,,,1.7,2_end
