Tank,Treatment,Ploidy,Tag colour,Tag num,Shell Height,Mass,Time
18,60,2M,Green ,,30.47,3,1_start
18,60,2M,Green ,,28.52,1.7,1_start
18,60,2M,Green ,,50.86,10.5,1_start
18,60,2M,Green ,,37.49,2.7,1_start
18,60,2M,Green ,,26.57,1.3,1_start
18,60,2M,Green ,,25.5,1.4,1_start
18,60,2M,Green ,,19.02,0.7,1_start
18,60,2M,Green ,,24.19,1.6,1_start
18,60,2M,Green ,21,46.44,4.8,1_start
18,60,2M,Green ,22,24.19,1.4,1_start
18,60,2M,Green ,23,20.57,1.2,1_start
18,60,2M,Green ,24,25.02,1.7,1_start
18,60,2M,Green ,25,33.08,2.8,1_start
18,60,2M,Green ,26,30.68,2.5,1_start
18,60,2M,Green ,27,33.49,1.8,1_start
18,60,2M,Green ,28,33.33,3,1_start
18,60,2M,Green ,29,25.29,1.2,1_start
18,60,2M,Green ,30,28.07,2.3,1_start
18,60,3C,Blue,,26.1,2.3,1_start
18,60,3C,Blue,,28.86,2,1_start
18,60,3C,Blue,,33.76,3.1,1_start
18,60,3C,Blue,,47.26,8.4,1_start
18,60,3C,Blue,,25.34,1.6,1_start
18,60,3C,Blue,,38.62,4.6,1_start
18,60,3C,Blue,,32.33,4.7,1_start
18,60,3C,Blue,,43.24,6.3,1_start
18,60,3C,Blue,,34.31,4,1_start
18,60,3C,Blue,,30.5,2.5,1_start
18,60,3C,Blue,,28.25,2.7,1_start
18,60,3C,Blue,,32.9,2.7,1_start
18,60,3C,Blue,,23.79,1.4,1_start
18,60,3C,Blue,,34.7,3.2,1_start
18,60,3C,Blue,,27.43,2.1,1_start
18,60,3C,Blue,,18.79,0.8,1_start
18,60,3C,Blue,,21.62,1,1_start
18,60,3C,Blue,,26.47,1.9,1_start
18,60,3C,Blue,,25.85,1.6,1_start
18,60,3C,Blue,,15.42,0.6,1_start
18,60,3C,Blue,31,19.86,1.1,1_start
18,60,3C,Blue,32,22.37,1,1_start
18,60,3C,Blue,33,38.16,3.8,1_start
18,60,3C,Blue,34,31.29,2.6,1_start
18,60,3C,Blue,35,22.65,1.3,1_start
18,60,3C,Blue,36,23.83,1.8,1_start
18,60,3C,Blue,37,37.6,4.9,1_start
18,60,3C,Blue,38,36.68,4.1,1_start
18,60,3C,Blue,39,23.53,1.6,1_start
18,60,3C,Blue,40,30.2,2.7,1_start
20,20,3C,Blue,,22.53,1.6,1_start
20,20,3C,Blue,,20.75,1.1,1_start
20,20,3C,Blue,,24.99,1.3,1_start
20,20,3C,Blue,,35.24,4.7,1_start
20,20,3C,Blue,,43.88,2.7,1_start
20,20,3C,Blue,,31.93,2.3,1_start
20,20,3C,Blue,,30.23,2.3,1_start
20,20,3C,Blue,,27.66,1.5,1_start
20,20,3C,Blue,,23.27,3.1,1_start
20,20,3C,Blue,,34.05,3,1_start
20,20,3C,Blue,,36.41,2.4,1_start
20,20,3C,Blue,,26.99,2.6,1_start
20,20,3C,Blue,,28.93,3.2,1_start
20,20,3C,Blue,,29.49,3.4,1_start
20,20,3C,Blue,,34.52,2.7,1_start
20,20,3C,Blue,,33.74,2,1_start
20,20,3C,Blue,,28.85,4,1_start
20,20,3C,Blue,,37.28,4,1_start
20,20,3C,Blue,,20.64,0.8,1_start
20,20,3C,Blue,,39.38,4.7,1_start
20,20,3C,Blue,41,39.67,4,1_start
20,20,3C,Blue,42,31.68,2.6,1_start
20,20,3C,Blue,43,27.4,2,1_start
20,20,3C,Blue,44,33.68,2.3,1_start
20,20,3C,Blue,45,22.33,1.6,1_start
20,20,3C,Blue,46,31.02,2.9,1_start
20,20,3C,Blue,47,27.37,2.8,1_start
20,20,3C,Blue,48,26.78,2,1_start
20,20,3C,Blue,49,36.75,3.7,1_start
20,20,3C,Blue,50,36.55,4.1,1_start
20,20,3M,Red,,34.67,4,1_start
20,20,3M,Red,,52.4,11.6,1_start
20,20,3M,Red,,33.02,4,1_start
20,20,3M,Red,,24.91,1.5,1_start
20,20,3M,Red,,42.31,5.5,1_start
20,20,3M,Red,,55.67,10.7,1_start
20,20,3M,Red,,44.06,6.2,1_start
20,20,3M,Red,,34.59,3.6,1_start
20,20,3M,Red,,43.06,6.1,1_start
20,20,3M,Red,,47.55,5.3,1_start
20,20,3M,Red,,45.85,5.3,1_start
20,20,3M,Red,,39.3,4.3,1_start
20,20,3M,Red,,37.32,4.7,1_start
20,20,3M,Red,,43.12,5.5,1_start
20,20,3M,Red,,39.97,5.6,1_start
20,20,3M,Red,,35.32,3.3,1_start
20,20,3M,Red,,32.82,3.3,1_start
20,20,3M,Red,,45.98,12.3,1_start
20,20,3M,Red,,35.57,4,1_start
20,20,3M,Red,,49.24,9.8,1_start
20,20,3M,Red,52,50.55,9,1_start
20,20,3M,Red,53,27.65,3,1_start
20,20,3M,Red,54,51.71,7.4,1_start
20,20,3M,Red,55,44.96,8,1_start
20,20,3M,Red,56,30.17,3,1_start
20,20,3M,Red,57,44.55,5.7,1_start
20,20,3M,Red,58,53.87,8,1_start
20,20,3M,Red,59,46.23,9.1,1_start
20,20,3M,Red,60,43.29,8.8,1_start
20,20,3M,Red,61,35.72,3.6,1_start
20,20,3M,Green,,23.99,1.1,1_start
20,20,3M,Green,,31.83,2.1,1_start
20,20,3M,Green,,53.08,5.4,1_start
20,20,3M,Green,,33.47,2.6,1_start
20,20,3M,Green,,36.4,5.1,1_start
20,20,3M,Green,,31.36,1.5,1_start
20,20,3M,Green,,33.82,2.7,1_start
20,20,3M,Green,,40.19,3.9,1_start
20,20,3M,Green,,35.14,2.5,1_start
20,20,3M,Green,,25.37,1,1_start
20,20,3M,Green,,21.09,1.2,1_start
20,20,3M,Green,,29.29,1.7,1_start
20,20,3M,Green,,32.1,2.5,1_start
20,20,3M,Green,,30.55,2,1_start
20,20,3M,Green,,31.8,2.4,1_start
20,20,3M,Green,,42.29,4,1_start
20,20,3M,Green,,28.99,1.8,1_start
20,20,3M,Green,,26.9,1.7,1_start
20,20,3M,Green,,35.77,2.6,1_start
20,20,3M,Green,,28.29,1.6,1_start
20,20,3M,Green,31,28.19,1.8,1_start
20,20,3M,Green,32,52.71,6.4,1_start
20,20,3M,Green,33,36.08,2.2,1_start
20,20,3M,Green,34,27.41,1.6,1_start
20,20,3M,Green,35,47.37,6.6,1_start
20,20,3M,Green,36,27.53,1.1,1_start
20,20,3M,Green,37,34.03,3.2,1_start
20,20,3M,Green,38,40.14,2.7,1_start
20,20,3M,Green,39,26.18,3.3,1_start
20,20,3M,Green,40,28.37,2.2,1_start
16,40,3M,Red,62,39.26,3.7,1_start
16,40,3M,Red,63,42.36,9.4,1_start
16,40,3M,Red,64,34.33,3.6,1_start
16,40,3M,Red,65,38.69,5,1_start
16,40,3M,Red,66,44.52,10.3,1_start
16,40,3M,Red,67,40.01,3.1,1_start
16,40,3M,Red,68,35.5,4,1_start
16,40,3M,Red,69,59.83,13.2,1_start
16,40,3M,Red,70,51.08,10.1,1_start
16,40,3M,Red,80,41.17,5.5,1_start
16,40,3M,Red,,41.52,6.2,1_start
16,40,3M,Red,,43.62,5.7,1_start
16,40,3M,Red,,54.3,8.5,1_start
16,40,3M,Red,,43.51,8.5,1_start
16,40,3M,Red,,44.15,5.3,1_start
16,40,3M,Red,,32.41,3.5,1_start
16,40,3M,Red,,34.11,4.8,1_start
16,40,3M,Red,,41.84,4.6,1_start
16,40,3M,Red,,35.81,4.3,1_start
16,40,3M,Red,,36.93,5.7,1_start
16,40,3M,Red,,34.36,2.2,1_start
16,40,3M,Red,,38.86,4.8,1_start
16,40,3M,Red,,56.22,12.6,1_start
16,40,3M,Red,,36.13,5.8,1_start
16,40,3M,Red,,54.09,10.4,1_start
16,40,3M,Red,,52.67,7.3,1_start
16,40,3M,Red,,38.01,7,1_start
16,40,3M,Red,,46.2,6.4,1_start
16,40,3M,Red,,56.08,13.5,1_start
16,40,3M,Red,,39.35,6.4,1_start
16,40,3C,Blue,51,31.41,2.3,1_start
16,40,3C,Blue,52,28.4,2.1,1_start
16,40,3C,Blue,53,32.18,2.3,1_start
16,40,3C,Blue,54,26.33,1.4,1_start
16,40,3C,Blue,55,32.35,2,1_start
16,40,3C,Blue,56,38.85,3.7,1_start
16,40,3C,Blue,57,30.5,2.7,1_start
16,40,3C,Blue,58,54.32,9,1_start
16,40,3C,Blue,59,31.42,2.3,1_start
16,40,3C,Blue,60,27.51,1.5,1_start
16,40,3C,Blue,,21.64,0.7,1_start
16,40,3C,Blue,,35.22,4.1,1_start
16,40,3C,Blue,,43.43,7.6,1_start
16,40,3C,Blue,,54.82,9.5,1_start
16,40,3C,Blue,,41.1,7.2,1_start
16,40,3C,Blue,,45.31,4.9,1_start
16,40,3C,Blue,,21.02,1.2,1_start
16,40,3C,Blue,,44.46,4.7,1_start
16,40,3C,Blue,,39.69,2.7,1_start
16,40,3C,Blue,,28.34,1.7,1_start
16,40,3C,Blue,,32.79,2.9,1_start
16,40,3C,Blue,,35.61,4,1_start
16,40,3C,Blue,,26.17,1.6,1_start
16,40,3C,Blue,,24.52,1.7,1_start
16,40,3C,Blue,,26.88,1.8,1_start
16,40,3C,Blue,,43.75,4.1,1_start
16,40,3C,Blue,,28.56,2.2,1_start
16,40,3C,Blue,,23.85,1.2,1_start
16,40,3C,Blue,,27.5,1.1,1_start
16,40,3C,Blue,,35.72,2.3,1_start
16,40,2M,Green,41,36.65,3.1,1_start
16,40,2M,Green,42,25.42,1.1,1_start
16,40,2M,Green,43,33.6,3.6,1_start
16,40,2M,Green,44,32.83,1.9,1_start
16,40,2M,Green,45,26.28,2.2,1_start
16,40,2M,Green,46,28.82,1.9,1_start
16,40,2M,Green,47,27.81,1.8,1_start
16,40,2M,Green,48,39.64,2.8,1_start
16,40,2M,Green,49,39.66,3.9,1_start
16,40,2M,Green,50,21.87,1.5,1_start
16,40,2M,Green,,28.5,2.4,1_start
16,40,2M,Green,,36.61,4.5,1_start
16,40,2M,Green,,24.35,1.5,1_start
16,40,2M,Green,,24.94,1.5,1_start
16,40,2M,Green,,41.05,3.8,1_start
16,40,2M,Green,,28.2,2.1,1_start
16,40,2M,Green,,47.38,5.5,1_start
16,40,2M,Green,,25.64,1.9,1_start
16,40,2M,Green,,34.05,2.7,1_start
16,40,2M,Green,,29.98,1.9,1_start
16,40,2M,Green,,27.48,1.9,1_start
16,40,2M,Green,,20.85,1.3,1_start
16,40,2M,Green,,27.09,1.4,1_start
16,40,2M,Green,,21.59,0.9,1_start
16,40,2M,Green,,32.15,2,1_start
16,40,2M,Green,,30,1.8,1_start
16,40,2M,Green,,28.22,1.8,1_start
16,40,2M,Green,,31.24,2.5,1_start
16,40,2M,Green,,39.47,3.4,1_start
16,40,2M,Green,,25.62,1.3,1_start
16,40,2M,Green,,18.1,0.7,1_start
9,20,3C,Blue,61,51.3,7.3,1_start
9,20,3C,Blue,62,43.63,6,1_start
9,20,3C,Blue,63,37.23,4.6,1_start
9,20,3C,Blue,64,42.76,6,1_start
9,20,3C,Blue,65,39.82,2.8,1_start
9,20,3C,Blue,66,52.12,7.6,1_start
9,20,3C,Blue,67,36.62,3,1_start
9,20,3C,Blue,68,44.1,4,1_start
9,20,3C,Blue,69,37.97,3.9,1_start
9,20,3C,Blue,70,26.02,1.6,1_start
9,20,3C,Blue,,21.76,1.1,1_start
9,20,3C,Blue,,30.2,2.2,1_start
9,20,3C,Blue,,48.87,3.7,1_start
9,20,3C,Blue,,32.95,2.2,1_start
9,20,3C,Blue,,40.26,3.3,1_start
9,20,3C,Blue,,46.04,8.7,1_start
9,20,3C,Blue,,27.31,1.8,1_start
9,20,3C,Blue,,26.85,1.8,1_start
9,20,3C,Blue,,28.46,2.4,1_start
9,20,3C,Blue,,26.44,1.5,1_start
9,20,3C,Blue,,29.85,3.2,1_start
9,20,3C,Blue,,38.56,4.9,1_start
9,20,3C,Blue,,26.54,1.9,1_start
9,20,3C,Blue,,51.88,11.3,1_start
9,20,3C,Blue,,26.11,1.9,1_start
9,20,3C,Blue,,32.34,2,1_start
9,20,3C,Blue,,22.81,1.1,1_start
9,20,3C,Blue,,31.43,3.4,1_start
9,20,3C,Blue,,27.75,1.1,1_start
9,20,3C,Blue,,35.86,3.4,1_start
9,20,3M,Red,71,58.35,9.8,1_start
9,20,3M,Red,72,60.1,9.5,1_start
9,20,3M,Red,73,25.95,1.9,1_start
9,20,3M,Red,74,27.42,3.2,1_start
9,20,3M,Red,75,35.42,4.7,1_start
9,20,3M,Red,76,31.14,3.2,1_start
9,20,3M,Red,77,48.26,7.4,1_start
9,20,3M,Red,78,38.45,5.8,1_start
9,20,3M,Red,79,32.42,3.3,1_start
9,20,3M,Red,90,42.72,5.3,1_start
9,20,3M,Red,,59.64,9.1,1_start
9,20,3M,Red,,53.48,12.1,1_start
9,20,3M,Red,,46.18,7.4,1_start
9,20,3M,Red,,50.57,5.8,1_start
9,20,3M,Red,,44.95,6.4,1_start
9,20,3M,Red,,37.5,6.1,1_start
9,20,3M,Red,,46.31,5.3,1_start
9,20,3M,Red,,61,12.7,1_start
9,20,3M,Red,,54.62,7.3,1_start
9,20,3M,Red,,44.13,7.2,1_start
9,20,3M,Red,,40.09,4.3,1_start
9,20,3M,Red,,27.48,2.7,1_start
9,20,3M,Red,,45.61,6.1,1_start
9,20,3M,Red,,44.65,8.6,1_start
9,20,3M,Red,,44.67,7.8,1_start
9,20,3M,Red,,37.17,2.8,1_start
9,20,3M,Red,,43.16,4.2,1_start
9,20,3M,Red,,37.35,3.6,1_start
9,20,3M,Red,,40.87,6.5,1_start
9,20,3M,Red,,37.5,4.1,1_start
9,20,2M,Green,51,33.95,2.5,1_start
9,20,2M,Green,52,46.22,6.5,1_start
9,20,2M,Green,53,32.34,2.6,1_start
9,20,2M,Green,54,22.71,1.5,1_start
9,20,2M,Green,55,32.56,3.4,1_start
9,20,2M,Green,56,34.67,1.8,1_start
9,20,2M,Green,57,27.41,1.5,1_start
9,20,2M,Green,58,41.07,4.6,1_start
9,20,2M,Green,59,23.44,1.3,1_start
9,20,2M,Green,60,20.72,0.8,1_start
9,20,2M,Green,,43.92,4.3,1_start
9,20,2M,Green,,33.66,2.4,1_start
9,20,2M,Green,,43.64,8,1_start
9,20,2M,Green,,45.88,4.2,1_start
9,20,2M,Green,,37.23,3.1,1_start
9,20,2M,Green,,38.48,3.6,1_start
9,20,2M,Green,,50.09,6.2,1_start
9,20,2M,Green,,51.89,8,1_start
9,20,2M,Green,,40.78,3.8,1_start
9,20,2M,Green,,41.71,4,1_start
9,20,2M,Green,,38.43,4.3,1_start
9,20,2M,Green,,28.46,2.3,1_start
9,20,2M,Green,,36.01,3.4,1_start
9,20,2M,Green,,37.34,3.8,1_start
9,20,2M,Green,,22.37,1.4,1_start
9,20,2M,Green,,30.77,1.7,1_start
9,20,2M,Green,,26.05,1.4,1_start
9,20,2M,Green,,29.11,2.1,1_start
9,20,2M,Green,,27.03,1.8,1_start
9,20,2M,Green,,27.71,1.6,1_start
12,100,3C,Blue,71,23.87,1,1_start
12,100,3C,Blue,72,29.95,2,1_start
12,100,3C,Blue,73,30.44,1.7,1_start
12,100,3C,Blue,74,27.36,1.5,1_start
12,100,3C,Blue,75,34.61,3.2,1_start
12,100,3C,Blue,76,23.83,1.1,1_start
12,100,3C,Blue,77,19.83,0.9,1_start
12,100,3C,Blue,78,28.04,2,1_start
12,100,3C,Blue,79,25.28,1.7,1_start
12,100,3C,Blue,80,39.98,4.7,1_start
12,100,3C,Blue,,44.99,6.7,1_start
12,100,3C,Blue,,33.96,3,1_start
12,100,3C,Blue,,32.27,3.1,1_start
12,100,3C,Blue,,28.97,2.7,1_start
12,100,3C,Blue,,29.96,2,1_start
12,100,3C,Blue,,34.03,3.6,1_start
12,100,3C,Blue,,29.24,1.8,1_start
12,100,3C,Blue,,26.42,1.9,1_start
12,100,3C,Blue,,28.33,2,1_start
12,100,3C,Blue,,28.87,2.4,1_start
12,100,3C,Blue,,30.25,2.9,1_start
12,100,3C,Blue,,28.77,2.1,1_start
12,100,3C,Blue,,36.19,2.1,1_start
12,100,3C,Blue,,23.03,1.3,1_start
12,100,3C,Blue,,31.56,1.9,1_start
12,100,3C,Blue,,24.39,1.3,1_start
12,100,3C,Blue,,22.29,1.1,1_start
12,100,3C,Blue,,30.84,2.4,1_start
12,100,3C,Blue,,33.66,2.2,1_start
12,100,3C,Blue,,23.52,1.2,1_start
12,100,3M,Red,81,33.67,2.4,1_start
12,100,3M,Red,82,53.21,11.9,1_start
12,100,3M,Red,83,23.3,3.1,1_start
12,100,3M,Red,84,36.23,3.3,1_start
12,100,3M,Red,85,56.32,12,1_start
12,100,3M,Red,86,48.05,8.6,1_start
12,100,3M,Red,87,44.57,9,1_start
12,100,3M,Red,88,37.8,6,1_start
12,100,3M,Red,89,41.84,3.8,1_start
12,100,3M,Red,91,42.46,6,1_start
12,100,3M,Red,,57.79,7.7,1_start
12,100,3M,Red,,53.42,7.8,1_start
12,100,3M,Red,,41.56,4.8,1_start
12,100,3M,Red,,43.18,6.1,1_start
12,100,3M,Red,,40.64,6.3,1_start
12,100,3M,Red,,45.99,4.2,1_start
12,100,3M,Red,,42.06,5.7,1_start
12,100,3M,Red,,41.73,6,1_start
12,100,3M,Red,,42.09,3.9,1_start
12,100,3M,Red,,34.76,3.4,1_start
12,100,3M,Red,,38.03,4,1_start
12,100,3M,Red,,34.09,4.7,1_start
12,100,3M,Red,,41.25,5.2,1_start
12,100,3M,Red,,37.47,3.6,1_start
12,100,3M,Red,,37.04,4.7,1_start
12,100,3M,Red,,30.55,2,1_start
12,100,3M,Red,,28.17,2.4,1_start
12,100,3M,Red,,30.92,2.4,1_start
12,100,3M,Red,,27.88,2,1_start
12,100,3M,Red,,33.98,3.7,1_start
12,100,2M,Green,61,37.19,3.5,1_start
12,100,2M,Green,63,33.95,3.1,1_start
12,100,2M,Green,65,33.65,3.3,1_start
12,100,2M,Green,66,33.29,3.2,1_start
12,100,2M,Green,67,47.27,5.3,1_start
12,100,2M,Green,68,33.71,2.5,1_start
12,100,2M,Green,69,43.29,3.8,1_start
12,100,2M,Green,70,44.99,4.6,1_start
12,100,2M,Green,71,31.24,2.6,1_start
12,100,2M,Green,79,45.48,4.9,1_start
12,100,2M,Green,,42.71,6.6,1_start
12,100,2M,Green,,53,4.6,1_start
12,100,2M,Green,,43.82,5.8,1_start
12,100,2M,Green,,39.09,4.2,1_start
12,100,2M,Green,,38.44,4.7,1_start
12,100,2M,Green,,39.51,3.7,1_start
12,100,2M,Green,,31.46,3.9,1_start
12,100,2M,Green,,32.54,2.4,1_start
12,100,2M,Green,,27.54,2.3,1_start
12,100,2M,Green,,33.02,2.3,1_start
12,100,2M,Green,,26.75,1.9,1_start
12,100,2M,Green,,34.94,3.2,1_start
12,100,2M,Green,,24.2,1.4,1_start
12,100,2M,Green,,30.57,4.2,1_start
12,100,2M,Green,,32.78,2.8,1_start
12,100,2M,Green,,27.33,1.5,1_start
12,100,2M,Green,,24.64,1.3,1_start
12,100,2M,Green,,29.77,1.3,1_start
12,100,2M,Green,,29,2.1,1_start
12,100,2M,Green,,20.78,1,1_start
15,20,3C,Blue,81,21.3,1.4,1_start
15,20,3C,Blue,82,34.29,2.9,1_start
15,20,3C,Blue,83,35.34,3.1,1_start
15,20,3C,Blue,84,32.19,2.8,1_start
15,20,3C,Blue,85,31.23,2.2,1_start
15,20,3C,Blue,86,35.22,4.9,1_start
15,20,3C,Blue,87,36.59,3.7,1_start
15,20,3C,Blue,88,41.62,5.3,1_start
15,20,3C,Blue,90,32.89,2.6,1_start
15,20,3C,Blue,91,36.14,4.1,1_start
15,20,3C,Blue,,39.18,5.6,1_start
15,20,3C,Blue,,28.62,2.2,1_start
15,20,3C,Blue,,31.92,2.5,1_start
15,20,3C,Blue,,43.82,6.7,1_start
15,20,3C,Blue,,24.15,1.7,1_start
15,20,3C,Blue,,33.88,2.8,1_start
15,20,3C,Blue,,26.36,1.7,1_start
15,20,3C,Blue,,20.21,1,1_start
15,20,3C,Blue,,50.83,11.8,1_start
15,20,3C,Blue,,38.01,7.7,1_start
15,20,3C,Blue,,27.49,1.5,1_start
15,20,3C,Blue,,35.58,3.5,1_start
15,20,3C,Blue,,32.49,2.5,1_start
15,20,3C,Blue,,27.63,1.9,1_start
15,20,3C,Blue,,23.82,1.5,1_start
15,20,3C,Blue,,27.25,2.2,1_start
15,20,3C,Blue,,28.42,2.1,1_start
15,20,3C,Blue,,23.96,1.5,1_start
15,20,3C,Blue,,23.95,1.3,1_start
15,20,3C,Blue,,23.58,1.4,1_start
15,20,3M,Red,92,33.21,4.2,1_start
15,20,3M,Red,93,29.32,2.4,1_start
15,20,3M,Red,94,31.24,3.9,1_start
15,20,3M,Red,95,57.44,17.1,1_start
15,20,3M,Red,96,39.14,5.1,1_start
15,20,3M,Red,97,40.48,5.6,1_start
15,20,3M,Red,98,36.47,4.1,1_start
15,20,3M,Red,99,52.41,11.5,1_start
15,20,3M,Red,100,51.06,9.4,1_start
15,20,3M,Red+white,1,39.96,4.4,1_start
15,20,3M,Red,,54.82,11.3,1_start
15,20,3M,Red,,57.18,12.4,1_start
15,20,3M,Red,,48.48,11.8,1_start
15,20,3M,Red,,55.63,8.7,1_start
15,20,3M,Red,,57.79,12.3,1_start
15,20,3M,Red,,41.24,5,1_start
15,20,3M,Red,,36.05,5.8,1_start
15,20,3M,Red,,39.86,4.6,1_start
15,20,3M,Red,,39.68,5.3,1_start
15,20,3M,Red,,31.53,2.5,1_start
15,20,3M,Red,,32.39,3,1_start
15,20,3M,Red,,38.58,4.3,1_start
15,20,3M,Red,,28.46,3.4,1_start
15,20,3M,Red,,31.9,3.1,1_start
15,20,3M,Red,,34.42,2.1,1_start
15,20,3M,Red,,27.1,2.2,1_start
15,20,3M,Red,,38.59,5,1_start
15,20,3M,Red,,27.91,2.5,1_start
15,20,3M,Red,,34.03,2.7,1_start
15,20,3M,Red,,31.3,2.4,1_start
15,20,2M,Green,72,31.11,2.8,1_start
15,20,2M,Green,73,24.42,1.7,1_start
15,20,2M,Green,74,39.15,3.6,1_start
15,20,2M,Green,75,26.55,1.3,1_start
15,20,2M,Green,76,36.34,3.5,1_start
15,20,2M,Green,77,36.59,4,1_start
15,20,2M,Green,78,43.75,3.8,1_start
15,20,2M,Green,79,41.43,3.2,1_start
15,20,2M,Green,80,25.16,1.8,1_start
15,20,2M,Green,81,27.43,1.2,1_start
15,20,2M,Green,,41.29,4.1,1_start
15,20,2M,Green,,45.23,4.9,1_start
15,20,2M,Green,,42.39,4.7,1_start
15,20,2M,Green,,40.97,6,1_start
15,20,2M,Green,,39.86,3.8,1_start
15,20,2M,Green,,33.91,2.7,1_start
15,20,2M,Green,,32.92,2.5,1_start
15,20,2M,Green,,45.79,5.1,1_start
15,20,2M,Green,,29.37,2.4,1_start
15,20,2M,Green,,43.28,4.1,1_start
15,20,2M,Green,,34.89,2.9,1_start
15,20,2M,Green,,36.63,2.6,1_start
15,20,2M,Green,,30.52,2.2,1_start
15,20,2M,Green,,28.61,1.6,1_start
15,20,2M,Green,,28.23,1.4,1_start
15,20,2M,Green,,32.71,2.2,1_start
15,20,2M,Green,,32.55,1.8,1_start
15,20,2M,Green,,20.7,1.4,1_start
15,20,2M,Green,,28.13,1.7,1_start
15,20,2M,Green,,27.16,1.6,1_start
1,80,3C,Blue,92,26.25,1.8,1_start
1,80,3C,Blue,93,23.97,1.5,1_start
1,80,3C,Blue,94,26.14,1.7,1_start
1,80,3C,Blue,95,41.32,3.7,1_start
1,80,3C,Blue,96,26.29,1.4,1_start
1,80,3C,Blue,97,27.29,1.7,1_start
1,80,3C,Blue,98,25.03,1.5,1_start
1,80,3C,Blue,99,28.28,2.9,1_start
1,80,3C,Blue,100,23.52,1.2,1_start
1,80,3C,Blue+White,2,31.9,2.6,1_start
1,80,3C,Blue,,22.39,1,1_start
1,80,3C,Blue,,50.77,8,1_start
1,80,3C,Blue,,21.26,1.4,1_start
1,80,3C,Blue,,29.77,4,1_start
1,80,3C,Blue,,29.77,2,1_start
1,80,3C,Blue,,21.95,1.6,1_start
1,80,3C,Blue,,27.48,1.6,1_start
1,80,3C,Blue,,29.41,2.3,1_start
1,80,3C,Blue,,26.28,2.3,1_start
1,80,3C,Blue,,23.16,1.5,1_start
1,80,3C,Blue,,34.23,3.2,1_start
1,80,3C,Blue,,21.99,1.1,1_start
1,80,3C,Blue,,25.06,1,1_start
1,80,3C,Blue,,30.35,3.3,1_start
1,80,3C,Blue,,27.02,2.2,1_start
1,80,3C,Blue,,24.84,1.5,1_start
1,80,3C,Blue,,28.68,2.7,1_start
1,80,3C,Blue,,19.93,0.9,1_start
1,80,3C,Blue,,21.89,1.1,1_start
1,80,3C,Blue,,25.55,1.4,1_start
1,80,3C,Blue,,27.98,2.5,1_start
1,80,2M,Green,82,33.61,2.5,1_start
1,80,2M,Green,83,46,4.6,1_start
1,80,2M,Green,84,32.57,2.5,1_start
1,80,2M,Green,85,30.14,2.2,1_start
1,80,2M,Green,86,44.17,4.7,1_start
1,80,2M,Green,87,31.95,3.6,1_start
1,80,2M,Green,88,40.94,4,1_start
1,80,2M,Green,89,26.6,2.1,1_start
1,80,2M,Green,90,28.67,1.8,1_start
1,80,2M,Green,91,24.92,1.6,1_start
1,80,2M,Green,,23.24,1.1,1_start
1,80,2M,Green,,22.44,1.3,1_start
1,80,2M,Green,,20.77,0.9,1_start
1,80,2M,Green,,33.59,3.1,1_start
1,80,2M,Green,,48.14,4,1_start
1,80,2M,Green,,37.9,4.4,1_start
1,80,2M,Green,,28.53,1.7,1_start
1,80,2M,Green,,20.83,1.1,1_start
1,80,2M,Green,,19.41,0.8,1_start
1,80,2M,Green,,21.99,1.6,1_start
1,80,2M,Green,,25.63,1.4,1_start
1,80,2M,Green,,38.4,2.9,1_start
1,80,2M,Green,,25.5,2.2,1_start
1,80,2M,Green,,23.71,1.4,1_start
1,80,2M,Green,,25.43,1.7,1_start
1,80,2M,Green,,25.5,1.6,1_start
1,80,2M,Green,,23.37,1.5,1_start
1,80,2M,Green,,22.29,1.4,1_start
1,80,2M,Green,,28.47,1.9,1_start
1,80,2M,Green,,37.29,3.6,1_start
1,80,3M,Red,42,47.84,7.5,1_start
1,80,3M,Red,43,30.99,5.5,1_start
1,80,3M,Red,44,51.35,9.4,1_start
1,80,3M,Red,45,48.64,8.6,1_start
1,80,3M,Red,46,42.59,7.2,1_start
1,80,3M,Red,47,32.29,3.8,1_start
1,80,3M,Red,48,32.52,2.9,1_start
1,80,3M,Red,49,40.04,4.5,1_start
1,80,3M,Red,50,41.35,6.8,1_start
1,80,3M,Red,51,27.67,2.2,1_start
1,80,3M,Red,,32.91,3.3,1_start
1,80,3M,Red,,38.1,4.7,1_start
1,80,3M,Red,,37.78,4.3,1_start
1,80,3M,Red,,52.27,7.9,1_start
1,80,3M,Red,,46.93,11.4,1_start
1,80,3M,Red,,23.17,1.9,1_start
1,80,3M,Red,,52.09,12.5,1_start
1,80,3M,Red,,23.91,2,1_start
1,80,3M,Red,,44.14,7.8,1_start
1,80,3M,Red,,35.67,3.2,1_start
1,80,3M,Red,,41.07,5,1_start
1,80,3M,Red,,30.31,2.3,1_start
1,80,3M,Red,,39.3,4.6,1_start
1,80,3M,Red,,38.15,4.4,1_start
1,80,3M,Red,,37.91,3.7,1_start
1,80,3M,Red,,34.25,4.2,1_start
1,80,3M,Red,,37.87,2.1,1_start
1,80,3M,Red,,46.7,7.5,1_start
1,80,3M,Red,,38.87,4.2,1_start
1,80,3M,Red,,34.99,3.6,1_start
3,100,2M,Green,92,40.52,3.7,1_start
3,100,2M,Green,93,45.54,4.9,1_start
3,100,2M,Green,94,28.14,1.7,1_start
3,100,2M,Green,95,23.07,1,1_start
