Tank,Treatment,Colour,Mass,Height,Ploidy,Time point
5,CTRL,Blue,2.7,31.99,Diploid,1_start
5,CTRL,Blue,7.5,50.87,Diploid,1_start
5,CTRL,Blue,3.7,40.06,Diploid,1_start
5,CTRL,Blue,6.5,50.6,Diploid,1_start
5,CTRL,Blue,5.2,41.98,Diploid,1_start
5,CTRL,Blue,8.9,54.66,Diploid,1_start
5,CTRL,Blue,10.7,42.97,Diploid,1_start
5,CTRL,Blue,8.8,51.54,Diploid,1_start
5,CTRL,Blue,5.8,43.23,Diploid,1_start
5,CTRL,Blue,8.6,52.38,Diploid,1_start
5,CTRL,Blue,8.7,54.4,Diploid,1_start
5,CTRL,Blue,10.4,50.86,Diploid,1_start
5,CTRL,Blue,5.4,43.13,Diploid,1_start
5,CTRL,Blue,10.9,54.66,Diploid,1_start
5,CTRL,Blue,5,38.46,Diploid,1_start
4,CTRL,Blue,10.1,49.66,Diploid,1_start
4,CTRL,Blue,12.1,52.5,Diploid,1_start
4,CTRL,Blue,9.4,55.42,Diploid,1_start
4,CTRL,Blue,14.5,68.16,Diploid,1_start
4,CTRL,Blue,4.8,41.72,Diploid,1_start
4,CTRL,Blue,6.4,47.61,Diploid,1_start
4,CTRL,Blue,6.2,44.59,Diploid,1_start
4,CTRL,Blue,7.3,51.08,Diploid,1_start
4,CTRL,Blue,10.1,56.81,Diploid,1_start
4,CTRL,Blue,8.4,50.45,Diploid,1_start
4,CTRL,Blue,9.8,47.15,Diploid,1_start
4,CTRL,Blue,3.7,43.46,Diploid,1_start
4,CTRL,Blue,8,54.79,Diploid,1_start
4,CTRL,Blue,6,49.26,Diploid,1_start
4,CTRL,Blue,7.9,54.63,Diploid,1_start
14,CTRL,Blue,7.1,57.11,Diploid,1_start
14,CTRL,Blue,4.7,36.63,Diploid,1_start
14,CTRL,Blue,6.8,39.94,Diploid,1_start
14,CTRL,Blue,5.6,41.97,Diploid,1_start
14,CTRL,Blue,5.2,42.11,Diploid,1_start
14,CTRL,Blue,6.5,46.49,Diploid,1_start
14,CTRL,Blue,5.8,51.61,Diploid,1_start
14,CTRL,Blue,7.3,48.52,Diploid,1_start
14,CTRL,Blue,3.8,37.61,Diploid,1_start
14,CTRL,Blue,3,31.65,Diploid,1_start
14,CTRL,Blue,6.9,49.08,Diploid,1_start
14,CTRL,Blue,5.8,58.54,Diploid,1_start
14,CTRL,Blue,9.3,54.13,Diploid,1_start
14,CTRL,Blue,5.4,40.68,Diploid,1_start
14,CTRL,Blue,5.6,43.87,Diploid,1_start
5,CTRL,Green,3.5,34.77,Mated Triploid,1_start
5,CTRL,Green,15.9,61.33,Mated Triploid,1_start
5,CTRL,Green,7.3,47.03,Mated Triploid,1_start
5,CTRL,Green,25.6,65.86,Mated Triploid,1_start
5,CTRL,Green,26.7,73.53,Mated Triploid,1_start
5,CTRL,Green,4.9,43.87,Mated Triploid,1_start
5,CTRL,Green,23,57.65,Mated Triploid,1_start
5,CTRL,Green,12.4,63.92,Mated Triploid,1_start
5,CTRL,Green,16.6,56.24,Mated Triploid,1_start
5,CTRL,Green,10.6,55.17,Mated Triploid,1_start
5,CTRL,Green,10,60.12,Mated Triploid,1_start
5,CTRL,Green,9.9,54.31,Mated Triploid,1_start
5,CTRL,Green,4.3,39.17,Mated Triploid,1_start
5,CTRL,Green,4,40.06,Mated Triploid,1_start
5,CTRL,Green,15.7,60.94,Mated Triploid,1_start
4,CTRL,Green,5.8,38.98,Mated Triploid,1_start
4,CTRL,Green,7.9,48.13,Mated Triploid,1_start
4,CTRL,Green,3.6,40.41,Mated Triploid,1_start
4,CTRL,Green,12.7,49.93,Mated Triploid,1_start
4,CTRL,Green,5.1,49.16,Mated Triploid,1_start
4,CTRL,Green,10.1,57.48,Mated Triploid,1_start
4,CTRL,Green,23.9,67.41,Mated Triploid,1_start
4,CTRL,Green,7.3,44.25,Mated Triploid,1_start
4,CTRL,Green,3.2,39,Mated Triploid,1_start
4,CTRL,Green,4.5,44.32,Mated Triploid,1_start
4,CTRL,Green,6.2,43.48,Mated Triploid,1_start
4,CTRL,Green,6,46.85,Mated Triploid,1_start
4,CTRL,Green,8.3,44.7,Mated Triploid,1_start
4,CTRL,Green,21.3,70.61,Mated Triploid,1_start
4,CTRL,Green,4.2,36.85,Mated Triploid,1_start
14,CTRL,Green,20,59.31,Mated Triploid,1_start
14,CTRL,Green,8.3,53.66,Mated Triploid,1_start
14,CTRL,Green,6.7,50.08,Mated Triploid,1_start
14,CTRL,Green,24.3,57.32,Mated Triploid,1_start
14,CTRL,Green,5.6,41.9,Mated Triploid,1_start
14,CTRL,Green,5.8,42.71,Mated Triploid,1_start
14,CTRL,Green,5.8,48.42,Mated Triploid,1_start
14,CTRL,Green,6.4,43.43,Mated Triploid,1_start
14,CTRL,Green,5.7,44.41,Mated Triploid,1_start
14,CTRL,Green,25.2,67.57,Mated Triploid,1_start
14,CTRL,Green,13,59.41,Mated Triploid,1_start
14,CTRL,Green,5.7,42.39,Mated Triploid,1_start
14,CTRL,Green,11.4,41.08,Mated Triploid,1_start
14,CTRL,Green,10.8,54.38,Mated Triploid,1_start
14,CTRL,Green,11.1,50.68,Mated Triploid,1_start
5,CTRL,Red,11.5,49.88,Induced Triploid,1_start
5,CTRL,Red,14.9,48.11,Induced Triploid,1_start
5,CTRL,Red,8.1,51.2,Induced Triploid,1_start
5,CTRL,Red,6.4,46.8,Induced Triploid,1_start
5,CTRL,Red,9.3,46.73,Induced Triploid,1_start
5,CTRL,Red,5.6,43.92,Induced Triploid,1_start
5,CTRL,Red,6.9,41.62,Induced Triploid,1_start
5,CTRL,Red,4.5,37.37,Induced Triploid,1_start
5,CTRL,Red,10.4,49.15,Induced Triploid,1_start
5,CTRL,Red,9.6,46.78,Induced Triploid,1_start
5,CTRL,Red,11.2,51.02,Induced Triploid,1_start
5,CTRL,Red,16.4,52.73,Induced Triploid,1_start
5,CTRL,Red,9.2,49.21,Induced Triploid,1_start
5,CTRL,Red,13.6,53.74,Induced Triploid,1_start
5,CTRL,Red,11.2,59.93,Induced Triploid,1_start
4,CTRL,Red,5.9,52.94,Induced Triploid,1_start
4,CTRL,Red,10.9,48.76,Induced Triploid,1_start
4,CTRL,Red,6.1,45.08,Induced Triploid,1_start
4,CTRL,Red,17.6,59,Induced Triploid,1_start
4,CTRL,Red,6.8,41.92,Induced Triploid,1_start
4,CTRL,Red,7.7,50.85,Induced Triploid,1_start
4,CTRL,Red,6.7,44.62,Induced Triploid,1_start
4,CTRL,Red,6.9,46.38,Induced Triploid,1_start
4,CTRL,Red,14.5,56.9,Induced Triploid,1_start
4,CTRL,Red,5.2,39.53,Induced Triploid,1_start
4,CTRL,Red,6.9,44.73,Induced Triploid,1_start
4,CTRL,Red,14,52.96,Induced Triploid,1_start
4,CTRL,Red,12.8,52.38,Induced Triploid,1_start
4,CTRL,Red,9.7,59.01,Induced Triploid,1_start
4,CTRL,Red,5.5,44.44,Induced Triploid,1_start
14,CTRL,Red,5.9,47.36,Induced Triploid,1_start
14,CTRL,Red,8.9,53.53,Induced Triploid,1_start
14,CTRL,Red,7.3,50.87,Induced Triploid,1_start
14,CTRL,Red,13.2,53.03,Induced Triploid,1_start
14,CTRL,Red,9.5,51.55,Induced Triploid,1_start
14,CTRL,Red,7,44.24,Induced Triploid,1_start
14,CTRL,Red,5.6,45.49,Induced Triploid,1_start
14,CTRL,Red,5,40.4,Induced Triploid,1_start
14,CTRL,Red,7.6,50.61,Induced Triploid,1_start
14,CTRL,Red,5.4,44.97,Induced Triploid,1_start
14,CTRL,Red,8.8,43.06,Induced Triploid,1_start
14,CTRL,Red,9.5,51.24,Induced Triploid,1_start
14,CTRL,Red,5.2,44.61,Induced Triploid,1_start
14,CTRL,Red,12.6,52.47,Induced Triploid,1_start
14,CTRL,Red,14.9,55.96,Induced Triploid,1_start
6,250,Red,11,50.27,Induced Triploid,1_start
6,250,Red,6.8,43.47,Induced Triploid,1_start
6,250,Red,7.7,45.86,Induced Triploid,1_start
6,250,Red,5.6,32.59,Induced Triploid,1_start
6,250,Red,9.3,52.8,Induced Triploid,1_start
6,250,Red,4.2,36.79,Induced Triploid,1_start
6,250,Red,10.5,47.87,Induced Triploid,1_start
6,250,Red,11,47.33,Induced Triploid,1_start
6,250,Red,6,41.01,Induced Triploid,1_start
6,250,Red,7.8,49.87,Induced Triploid,1_start
6,250,Red,5,43.86,Induced Triploid,1_start
6,250,Red,13.7,57.49,Induced Triploid,1_start
6,250,Red,6.3,40.59,Induced Triploid,1_start
6,250,Red,4,33.06,Induced Triploid,1_start
6,250,Red,5.7,43.03,Induced Triploid,1_start
11,250,Red,13.9,55.13,Induced Triploid,1_start
11,250,Red,15.4,62.57,Induced Triploid,1_start
11,250,Red,4.2,34.45,Induced Triploid,1_start
11,250,Red,5.7,40.76,Induced Triploid,1_start
11,250,Red,5.4,40.01,Induced Triploid,1_start
11,250,Red,7.2,46.58,Induced Triploid,1_start
11,250,Red,6,44.85,Induced Triploid,1_start
11,250,Red,4.3,44.28,Induced Triploid,1_start
11,250,Red,7.2,45.84,Induced Triploid,1_start
11,250,Red,9.4,51.01,Induced Triploid,1_start
11,250,Red,7.5,47.18,Induced Triploid,1_start
11,250,Red,5.1,38.37,Induced Triploid,1_start
11,250,Red,4.2,32.77,Induced Triploid,1_start
11,250,Red,5.5,45.76,Induced Triploid,1_start
11,250,Red,7.4,46.41,Induced Triploid,1_start
16,250,Red,13,54,Induced Triploid,1_start
16,250,Red,8.6,47.71,Induced Triploid,1_start
16,250,Red,17.9,52.72,Induced Triploid,1_start
16,250,Red,4.8,39.73,Induced Triploid,1_start
16,250,Red,8.8,45.05,Induced Triploid,1_start
16,250,Red,6.3,46.22,Induced Triploid,1_start
16,250,Red,8.2,46.23,Induced Triploid,1_start
16,250,Red,9.1,52.13,Induced Triploid,1_start
16,250,Red,6.6,40.69,Induced Triploid,1_start
16,250,Red,5.2,36.96,Induced Triploid,1_start
16,250,Red,8.5,47.58,Induced Triploid,1_start
16,250,Red,5.9,44.74,Induced Triploid,1_start
16,250,Red,10.6,47.09,Induced Triploid,1_start
16,250,Red,21.4,61.27,Induced Triploid,1_start
16,250,Red,8.8,51.2,Induced Triploid,1_start
6,250,Blue,4.8,47.18,Diploid,1_start
6,250,Blue,4.6,34.5,Diploid,1_start
6,250,Blue,7.7,47.11,Diploid,1_start
6,250,Blue,8,54.95,Diploid,1_start
6,250,Blue,8.9,55.15,Diploid,1_start
6,250,Blue,6.4,52.41,Diploid,1_start
6,250,Blue,6.3,50.46,Diploid,1_start
6,250,Blue,4.8,40.16,Diploid,1_start
6,250,Blue,6.8,47.67,Diploid,1_start
6,250,Blue,5.6,49.55,Diploid,1_start
6,250,Blue,7.9,51.59,Diploid,1_start
6,250,Blue,10.1,53.48,Diploid,1_start
6,250,Blue,7.3,49.69,Diploid,1_start
6,250,Blue,9.7,55.64,Diploid,1_start
6,250,Blue,5.6,38.67,Diploid,1_start
11,250,Blue,4.8,45.24,Diploid,1_start
11,250,Blue,9.5,53.07,Diploid,1_start
11,250,Blue,5,41.07,Diploid,1_start
11,250,Blue,13.8,54.51,Diploid,1_start
11,250,Blue,9.6,55.84,Diploid,1_start
11,250,Blue,10.2,50.37,Diploid,1_start
11,250,Blue,4.5,37.24,Diploid,1_start
11,250,Blue,5.4,41.25,Diploid,1_start
11,250,Blue,10.7,47.53,Diploid,1_start
11,250,Blue,7.2,50.47,Diploid,1_start
11,250,Blue,4.3,45.12,Diploid,1_start
11,250,Blue,10.7,52.68,Diploid,1_start
11,250,Blue,3.4,43.89,Diploid,1_start
11,250,Blue,7.8,43.66,Diploid,1_start
11,250,Blue,7,47.82,Diploid,1_start
16,250,Blue,5.3,41.9,Diploid,1_start
16,250,Blue,8.4,46.7,Diploid,1_start
16,250,Blue,11.9,53.52,Diploid,1_start
16,250,Blue,8.2,51.85,Diploid,1_start
16,250,Blue,3.8,38.12,Diploid,1_start
16,250,Blue,12,50.44,Diploid,1_start
16,250,Blue,8.4,45.49,Diploid,1_start
16,250,Blue,5.4,43.24,Diploid,1_start
16,250,Blue,11.6,54.92,Diploid,1_start
16,250,Blue,10.1,59.69,Diploid,1_start
16,250,Blue,4,39.73,Diploid,1_start
16,250,Blue,4.6,37.49,Diploid,1_start
16,250,Blue,3.5,41.22,Diploid,1_start
16,250,Blue,8.6,55.26,Diploid,1_start
16,250,Blue,6.7,49.12,Diploid,1_start
6,250,Green,8.9,62.02,Mated Triploid,1_start
6,250,Green,4.3,36.48,Mated Triploid,1_start
6,250,Green,21,71.04,Mated Triploid,1_start
6,250,Green,16.3,62.35,Mated Triploid,1_start
6,250,Green,7.8,58.64,Mated Triploid,1_start
6,250,Green,11.7,45.28,Mated Triploid,1_start
6,250,Green,16.6,73.11,Mated Triploid,1_start
6,250,Green,10.4,52.99,Mated Triploid,1_start
6,250,Green,7.4,45.41,Mated Triploid,1_start
6,250,Green,16.3,59.38,Mated Triploid,1_start
6,250,Green,13.4,51,Mated Triploid,1_start
6,250,Green,12.9,48.18,Mated Triploid,1_start
6,250,Green,15.9,60.01,Mated Triploid,1_start
6,250,Green,17.1,43.18,Mated Triploid,1_start
6,250,Green,4.6,46.3,Mated Triploid,1_start
11,250,Green,9.2,51.94,Mated Triploid,1_start
11,250,Green,16.2,64.26,Mated Triploid,1_start
11,250,Green,19,71.21,Mated Triploid,1_start
11,250,Green,7.3,46.54,Mated Triploid,1_start
11,250,Green,6.5,47.17,Mated Triploid,1_start
11,250,Green,14.2,59.86,Mated Triploid,1_start
11,250,Green,17.4,61.43,Mated Triploid,1_start
11,250,Green,9.1,46.12,Mated Triploid,1_start
11,250,Green,11,53.13,Mated Triploid,1_start
11,250,Green,8.9,49.82,Mated Triploid,1_start
11,250,Green,8,57.4,Mated Triploid,1_start
11,250,Green,9.9,57.45,Mated Triploid,1_start
11,250,Green,5.5,53.84,Mated Triploid,1_start
11,250,Green,7.4,56.64,Mated Triploid,1_start
11,250,Green,18.1,51.11,Mated Triploid,1_start
16,250,Green,6.1,42.31,Mated Triploid,1_start
16,250,Green,6.3,49.51,Mated Triploid,1_start
16,250,Green,28.6,78.01,Mated Triploid,1_start
16,250,Green,12.2,73.66,Mated Triploid,1_start
16,250,Green,8,55.45,Mated Triploid,1_start
16,250,Green,14.4,60.93,Mated Triploid,1_start
16,250,Green,10.9,60.21,Mated Triploid,1_start
16,250,Green,21.5,65.92,Mated Triploid,1_start
16,250,Green,8.5,51.92,Mated Triploid,1_start
16,250,Green,16.6,55.87,Mated Triploid,1_start
16,250,Green,7.1,50.8,Mated Triploid,1_start
16,250,Green,13.7,60.44,Mated Triploid,1_start
16,250,Green,7.7,48.97,Mated Triploid,1_start
16,250,Green,16.8,72.48,Mated Triploid,1_start
16,250,Green,12,60.63,Mated Triploid,1_start
2,500,Blue,5.7,40.39,Diploid,1_start
2,500,Blue,9.5,48.57,Diploid,1_start
2,500,Blue,4.5,40.95,Diploid,1_start
2,500,Blue,4.2,35.51,Diploid,1_start
2,500,Blue,6,39.82,Diploid,1_start
2,500,Blue,6.1,48.71,Diploid,1_start
2,500,Blue,7.3,45.58,Diploid,1_start
2,500,Blue,10.2,58.29,Diploid,1_start
2,500,Blue,9.2,51.79,Diploid,1_start
2,500,Blue,7.2,51.85,Diploid,1_start
2,500,Blue,12.4,59.54,Diploid,1_start
2,500,Blue,10.6,48.87,Diploid,1_start
2,500,Blue,6.9,48.13,Diploid,1_start
2,500,Blue,7.1,47.02,Diploid,1_start
2,500,Blue,4.3,39.34,Diploid,1_start
9,500,Blue,8.6,47.19,Diploid,1_start
9,500,Blue,3,33.48,Diploid,1_start
9,500,Blue,6.3,52.98,Diploid,1_start
9,500,Blue,4,40.65,Diploid,1_start
9,500,Blue,5.3,44.9,Diploid,1_start
9,500,Blue,5.7,45.63,Diploid,1_start
9,500,Blue,14.1,54.93,Diploid,1_start
9,500,Blue,8.6,53.82,Diploid,1_start
9,500,Blue,7.5,54.34,Diploid,1_start
9,500,Blue,5.2,45.75,Diploid,1_start
9,500,Blue,6.7,51.54,Diploid,1_start
9,500,Blue,13.2,66.35,Diploid,1_start
9,500,Blue,12.2,59.78,Diploid,1_start
9,500,Blue,9.7,49.02,Diploid,1_start
9,500,Blue,10.3,48.83,Diploid,1_start
15,500,Blue,5.7,47.63,Diploid,1_start
15,500,Blue,7.1,47.67,Diploid,1_start
15,500,Blue,3.2,31.63,Diploid,1_start
15,500,Blue,6.2,45.16,Diploid,1_start
15,500,Blue,9.6,51.09,Diploid,1_start
15,500,Blue,8.8,56.44,Diploid,1_start
15,500,Blue,5.3,50.92,Diploid,1_start
15,500,Blue,5.3,50.18,Diploid,1_start
15,500,Blue,4,32.56,Diploid,1_start
15,500,Blue,8.5,51.49,Diploid,1_start
15,500,Blue,2.6,28.38,Diploid,1_start
15,500,Blue,9.8,50.03,Diploid,1_start
15,500,Blue,4.1,46.04,Diploid,1_start
15,500,Blue,8.9,45.97,Diploid,1_start
